Algoritmo Genético
Arquivo: wt100.txt
Melhor valor encontrado: 

6155
Tempo máximo em minutos: 1

Algoritmo iniciou em: 

09:08:01
Melhor solução em: 

09:08:05
Número de cromossosmos: 500
Número de cromossosmos iniciais: 250
Tamanho da elite: 250
Melhor solução encontrada: 

Jobs: 100
t: 41 | c: 41 | d: 4243 | w: 5 | l: 0
t: 69 | c: 110 | d: 4207 | w: 8 | l: 0
t: 100 | c: 210 | d: 4025 | w: 6 | l: 0
t: 95 | c: 305 | d: 3724 | w: 6 | l: 0
t: 1 | c: 306 | d: 3907 | w: 10 | l: 0
t: 61 | c: 367 | d: 4502 | w: 9 | l: 0
t: 94 | c: 461 | d: 3752 | w: 10 | l: 0
t: 74 | c: 535 | d: 3743 | w: 4 | l: 0
t: 13 | c: 548 | d: 3717 | w: 5 | l: 0
t: 8 | c: 556 | d: 4727 | w: 3 | l: 0
t: 14 | c: 570 | d: 3727 | w: 3 | l: 0
t: 99 | c: 669 | d: 4227 | w: 10 | l: 0
t: 47 | c: 716 | d: 4262 | w: 1 | l: 0
t: 91 | c: 807 | d: 3790 | w: 10 | l: 0
t: 16 | c: 823 | d: 3803 | w: 10 | l: 0
t: 65 | c: 888 | d: 4366 | w: 7 | l: 0
t: 72 | c: 960 | d: 3928 | w: 8 | l: 0
t: 50 | c: 1010 | d: 4204 | w: 5 | l: 0
t: 100 | c: 1110 | d: 4231 | w: 2 | l: 0
t: 51 | c: 1161 | d: 4707 | w: 3 | l: 0
t: 36 | c: 1197 | d: 3857 | w: 9 | l: 0
t: 31 | c: 1228 | d: 3857 | w: 10 | l: 0
t: 65 | c: 1293 | d: 4188 | w: 9 | l: 0
t: 39 | c: 1332 | d: 4066 | w: 6 | l: 0
t: 60 | c: 1392 | d: 3811 | w: 4 | l: 0
t: 18 | c: 1410 | d: 4015 | w: 9 | l: 0
t: 79 | c: 1489 | d: 4681 | w: 5 | l: 0
t: 19 | c: 1508 | d: 3767 | w: 5 | l: 0
t: 87 | c: 1595 | d: 4361 | w: 2 | l: 0
t: 31 | c: 1626 | d: 4095 | w: 3 | l: 0
t: 21 | c: 1647 | d: 3738 | w: 6 | l: 0
t: 33 | c: 1680 | d: 4281 | w: 5 | l: 0
t: 18 | c: 1698 | d: 3858 | w: 1 | l: 0
t: 53 | c: 1751 | d: 4537 | w: 4 | l: 0
