Algoritmo Genético
Arquivo: wt100-11.txt
Melhor valor encontrado: 

183370
Tempo máximo em minutos: 1

Algoritmo iniciou em: 

09:03:01
Melhor solução em: 

09:03:15
Número de cromossosmos: 1240
Número de cromossosmos iniciais: 250
Tamanho da elite: 250
Melhor solução encontrada: 

Jobs: 100
t: 11 | c: 11 | d: 1880 | w: 7 | l: 0
t: 28 | c: 39 | d: 1726 | w: 2 | l: 0
t: 17 | c: 56 | d: 1734 | w: 4 | l: 0
t: 15 | c: 71 | d: 1576 | w: 1 | l: 0
t: 20 | c: 91 | d: 1923 | w: 7 | l: 0
t: 23 | c: 114 | d: 1903 | w: 8 | l: 0
t: 54 | c: 168 | d: 1660 | w: 4 | l: 0
t: 31 | c: 199 | d: 1779 | w: 4 | l: 0
t: 72 | c: 271 | d: 1639 | w: 6 | l: 0
t: 36 | c: 307 | d: 1581 | w: 3 | l: 0
t: 14 | c: 321 | d: 1587 | w: 7 | l: 0
t: 75 | c: 396 | d: 1629 | w: 9 | l: 0
t: 17 | c: 413 | d: 1889 | w: 1 | l: 0
t: 52 | c: 465 | d: 1704 | w: 6 | l: 0
t: 94 | c: 559 | d: 1553 | w: 10 | l: 0
t: 4 | c: 563 | d: 1820 | w: 2 | l: 0
t: 50 | c: 613 | d: 1935 | w: 10 | l: 0
t: 5 | c: 618 | d: 2388 | w: 9 | l: 0
t: 82 | c: 700 | d: 1522 | w: 9 | l: 0
t: 56 | c: 756 | d: 1503 | w: 7 | l: 0
t: 14 | c: 770 | d: 1671 | w: 3 | l: 0
t: 90 | c: 860 | d: 1875 | w: 10 | l: 0
t: 16 | c: 876 | d: 2225 | w: 5 | l: 0
t: 7 | c: 883 | d: 1778 | w: 2 | l: 0
t: 63 | c: 946 | d: 2151 | w: 10 | l: 0
t: 30 | c: 976 | d: 1553 | w: 10 | l: 0
t: 28 | c: 1004 | d: 1494 | w: 5 | l: 0
t: 49 | c: 1053 | d: 1548 | w: 10 | l: 0
t: 1 | c: 1054 | d: 2244 | w: 6 | l: 0
t: 89 | c: 1143 | d: 1826 | w: 8 | l: 0
t: 32 | c: 1175 | d: 1836 | w: 5 | l: 0
t: 42 | c: 1217 | d: 1869 | w: 8 | l: 0
t: 48 | c: 1265 | d: 1810 | w: 4 | l: 0
t: 4 | c: 1269 | d: 1826 | w: 3 | l: 0
t: 9 | c: 1278 | d: 2040 | w: 10 | l: 0
t: 14 | c: 1292 | d: 1568 | w: 3 | l: 0
t: 6 | c: 1298 | d: 1675 | w: 10 | l: 0
t: 31 | c: 1329 | d: 1585 | w: 2 | l: 0
t: 5 | c: 1334 | d: 2260 | w: 6 | l: 0
t: 3 | c: 1337 | d: 1710 | w: 1 | l: 0
t: 27 | c: 1364 | d: 1565 | w: 3 | l: 0
t: 51 | c: 1415 | d: 1513 | w: 3 | l: 0
t: 10 | c: 1425 | d: 1911 | w: 1 | l: 0
t: 65 | c: 1490 | d: 1555 | w: 6 | l: 0
t: 33 | c: 1523 | d: 1582 | w: 4 | l: 0
t: 21 | c: 1544 | d: 2289 | w: 4 | l: 0
t: 58 | c: 1602 | d: 1648 | w: 5 | l: 0
t: 70 | c: 1672 | d: 1747 | w: 6 | l: 0
t: 80 | c: 1752 | d: 1803 | w: 9 | l: 0
t: 27 | c: 1779 | d: 1929 | w: 4 | l: 0
t: 91 | c: 1870 | d: 1883 | w: 7 | l: 0
t: 40 | c: 1910 | d: 1969 | w: 9 | l: 0
t: 24 | c: 1934 | d: 2011 | w: 7 | l: 0
t: 15 | c: 1949 | d: 2016 | w: 9 | l: 0
t: 35 | c: 1984 | d: 2117 | w: 8 | l: 0
t: 27 | c: 2011 | d: 2157 | w: 4 | l: 0
t: 71 | c: 2082 | d: 2219 | w: 8 | l: 0
t: 51 | c: 2133 | d: 2238 | w: 6 | l: 0
t: 56 | c: 2189 | d: 2199 | w: 6 | l: 0
t: 23 | c: 2212 | d: 2286 | w: 7 | l: 0
t: 94 | c: 2306 | d: 2310 | w: 10 | l: 0
t: 28 | c: 2334 | d: 2329 | w: 2 | l: 5
t: 11 | c: 2345 | d: 2362 | w: 7 | l: 0
t: 17 | c: 2362 | d: 2427 | w: 6 | l: 0
t: 13 | c: 2375 | d: 2384 | w: 10 | l: 0
t: 43 | c: 2418 | d: 2408 | w: 8 | l: 10
t: 60 | c: 2478 | d: 2440 | w: 10 | l: 38
t: 78 | c: 2556 | d: 2381 | w: 10 | l: 175
t: 94 | c: 2650 | d: 2366 | w: 9 | l: 284
t: 95 | c: 2745 | d: 2301 | w: 9 | l: 444
