Algoritmo Genético
Arquivo: wt100-7.txt
Melhor valor encontrado: 

51416
Tempo máximo em minutos: 1

Algoritmo iniciou em: 

09:12:01
Melhor solução em: 

09:12:11
Número de cromossosmos: 500
Número de cromossosmos iniciais: 250
Tamanho da elite: 250
Melhor solução encontrada: 

Jobs: 100
t: 62 | c: 62 | d: 2563 | w: 10 | l: 0
t: 20 | c: 82 | d: 2910 | w: 5 | l: 0
t: 61 | c: 143 | d: 3413 | w: 10 | l: 0
t: 61 | c: 204 | d: 2620 | w: 4 | l: 0
t: 3 | c: 207 | d: 3449 | w: 1 | l: 0
t: 28 | c: 235 | d: 3276 | w: 10 | l: 0
t: 1 | c: 236 | d: 2813 | w: 1 | l: 0
t: 68 | c: 304 | d: 2755 | w: 4 | l: 0
t: 14 | c: 318 | d: 2850 | w: 9 | l: 0
t: 62 | c: 380 | d: 2965 | w: 3 | l: 0
t: 7 | c: 387 | d: 3151 | w: 8 | l: 0
t: 21 | c: 408 | d: 2902 | w: 4 | l: 0
t: 10 | c: 418 | d: 2785 | w: 9 | l: 0
t: 72 | c: 490 | d: 3272 | w: 6 | l: 0
t: 43 | c: 533 | d: 2993 | w: 8 | l: 0
t: 35 | c: 568 | d: 2933 | w: 2 | l: 0
t: 39 | c: 607 | d: 3009 | w: 6 | l: 0
t: 6 | c: 613 | d: 3038 | w: 9 | l: 0
t: 39 | c: 652 | d: 3132 | w: 8 | l: 0
t: 66 | c: 718 | d: 3332 | w: 9 | l: 0
t: 18 | c: 736 | d: 3261 | w: 5 | l: 0
t: 91 | c: 827 | d: 2762 | w: 9 | l: 0
t: 1 | c: 828 | d: 3078 | w: 9 | l: 0
t: 81 | c: 909 | d: 2585 | w: 8 | l: 0
t: 19 | c: 928 | d: 2932 | w: 5 | l: 0
t: 86 | c: 1014 | d: 3111 | w: 7 | l: 0
t: 77 | c: 1091 | d: 2826 | w: 6 | l: 0
t: 65 | c: 1156 | d: 3171 | w: 9 | l: 0
t: 41 | c: 1197 | d: 2922 | w: 3 | l: 0
t: 62 | c: 1259 | d: 2539 | w: 5 | l: 0
t: 90 | c: 1349 | d: 2700 | w: 9 | l: 0
t: 75 | c: 1424 | d: 2759 | w: 7 | l: 0
t: 67 | c: 1491 | d: 2722 | w: 7 | l: 0
t: 78 | c: 1569 | d: 2843 | w: 9 | l: 0
t: 4 | c: 1573 | d: 2829 | w: 6 | l: 0
t: 5 | c: 1578 | d: 2910 | w: 4 | l: 0
t: 10 | c: 1588 | d: 2653 | w: 4 | l: 0
t: 6 | c: 1594 | d: 3187 | w: 8 | l: 0
t: 53 | c: 1647 | d: 2842 | w: 4 | l: 0
t: 33 | c: 1680 | d: 3233 | w: 4 | l: 0
t: 89 | c: 1769 | d: 3217 | w: 9 | l: 0
t: 59 | c: 1828 | d: 2558 | w: 10 | l: 0
t: 28 | c: 1856 | d: 2523 | w: 8 | l: 0
t: 1 | c: 1857 | d: 2654 | w: 4 | l: 0
t: 67 | c: 1924 | d: 2718 | w: 8 | l: 0
t: 10 | c: 1934 | d: 3130 | w: 4 | l: 0
t: 18 | c: 1952 | d: 2845 | w: 1 | l: 0
t: 39 | c: 1991 | d: 2703 | w: 7 | l: 0
t: 41 | c: 2032 | d: 2866 | w: 8 | l: 0
t: 50 | c: 2082 | d: 3399 | w: 8 | l: 0
t: 84 | c: 2166 | d: 2691 | w: 8 | l: 0
t: 70 | c: 2236 | d: 2500 | w: 7 | l: 0
t: 50 | c: 2286 | d: 3069 | w: 9 | l: 0
t: 8 | c: 2294 | d: 2578 | w: 8 | l: 0
t: 17 | c: 2311 | d: 3355 | w: 9 | l: 0
t: 4 | c: 2315 | d: 2501 | w: 2 | l: 0
t: 34 | c: 2349 | d: 3265 | w: 9 | l: 0
t: 67 | c: 2416 | d: 2593 | w: 10 | l: 0
t: 36 | c: 2452 | d: 2690 | w: 7 | l: 0
t: 45 | c: 2497 | d: 2918 | w: 7 | l: 0
t: 98 | c: 2595 | d: 3123 | w: 8 | l: 0
t: 5 | c: 2600 | d: 2923 | w: 7 | l: 0
t: 75 | c: 2675 | d: 2938 | w: 6 | l: 0
t: 95 | c: 2770 | d: 2794 | w: 7 | l: 0
t: 41 | c: 2811 | d: 3177 | w: 2 | l: 0
t: 31 | c: 2842 | d: 2869 | w: 2 | l: 0
t: 33 | c: 2875 | d: 2929 | w: 9 | l: 0
t: 92 | c: 2967 | d: 3073 | w: 10 | l: 0
t: 71 | c: 3038 | d: 3294 | w: 8 | l: 0
t: 31 | c: 3069 | d: 3240 | w: 5 | l: 0
t: 15 | c: 3084 | d: 3332 | w: 2 | l: 0
t: 62 | c: 3146 | d: 3369 | w: 10 | l: 0
t: 99 | c: 3245 | d: 3286 | w: 9 | l: 0
t: 18 | c: 3263 | d: 3264 | w: 6 | l: 0
t: 52 | c: 3315 | d: 3449 | w: 8 | l: 0
t: 31 | c: 3346 | d: 3464 | w: 3 | l: 0
t: 32 | c: 3378 | d: 3418 | w: 3 | l: 0
t: 39 | c: 3417 | d: 3444 | w: 10 | l: 0
t: 75 | c: 3492 | d: 3472 | w: 9 | l: 20
t: 84 | c: 3576 | d: 3478 | w: 9 | l: 98
t: 100 | c: 3676 | d: 3464 | w: 8 | l: 212
t: 76 | c: 3752 | d: 3474 | w: 6 | l: 278
t: 42 | c: 3794 | d: 3433 | w: 3 | l: 361
t: 32 | c: 3826 | d: 3368 | w: 2 | l: 458
t: 81 | c: 3907 | d: 3305 | w: 4 | l: 602
t: 91 | c: 3998 | d: 2994 | w: 4 | l: 1004
t: 54 | c: 4052 | d: 3148 | w: 2 | l: 904
t: 55 | c: 4107 | d: 3202 | w: 2 | l: 905
t: 87 | c: 4194 | d: 2995 | w: 3 | l: 1199
t: 95 | c: 4289 | d: 2743 | w: 3 | l: 1546
t: 96 | c: 4385 | d: 2725 | w: 3 | l: 1660
t: 98 | c: 4483 | d: 3477 | w: 3 | l: 1006
t: 72 | c: 4555 | d: 2722 | w: 2 | l: 1833
t: 75 | c: 4630 | d: 2939 | w: 2 | l: 1691
t: 39 | c: 4669 | d: 3122 | w: 1 | l: 1547
t: 49 | c: 4718 | d: 3046 | w: 1 | l: 1672
t: 55 | c: 4773 | d: 3229 | w: 1 | l: 1544
t: 66 | c: 4839 | d: 2642 | w: 1 | l: 2197
t: 68 | c: 4907 | d: 2556 | w: 1 | l: 2351
t: 77 | c: 4984 | d: 2627 | w: 1 | l: 2357
Valor: 51416
