Algoritmo Genético
Arquivo: wt100-19.txt
Melhor valor encontrado: 

478042
Tempo máximo em minutos: 1

Algoritmo iniciou em: 

09:06:01
Melhor solução em: 

09:06:20
Número de cromossosmos: 1235
Número de cromossosmos iniciais: 250
Tamanho da elite: 250
Melhor solução encontrada: 

Jobs: 100
t: 9 | c: 9 | d: 981 | w: 9 | l: 0
t: 18 | c: 27 | d: 605 | w: 3 | l: 0
t: 1 | c: 28 | d: 1410 | w: 6 | l: 0
t: 20 | c: 48 | d: 732 | w: 6 | l: 0
t: 5 | c: 53 | d: 525 | w: 5 | l: 0
t: 47 | c: 100 | d: 800 | w: 8 | l: 0
t: 49 | c: 149 | d: 570 | w: 10 | l: 0
t: 17 | c: 166 | d: 548 | w: 2 | l: 0
t: 13 | c: 179 | d: 562 | w: 3 | l: 0
t: 36 | c: 215 | d: 724 | w: 5 | l: 0
t: 30 | c: 245 | d: 559 | w: 3 | l: 0
t: 27 | c: 272 | d: 719 | w: 3 | l: 0
t: 2 | c: 274 | d: 522 | w: 2 | l: 0
t: 22 | c: 296 | d: 626 | w: 5 | l: 0
t: 62 | c: 358 | d: 689 | w: 10 | l: 0
t: 44 | c: 402 | d: 655 | w: 10 | l: 0
t: 62 | c: 464 | d: 686 | w: 7 | l: 0
t: 11 | c: 475 | d: 964 | w: 8 | l: 0
t: 64 | c: 539 | d: 648 | w: 10 | l: 0
t: 52 | c: 591 | d: 810 | w: 9 | l: 0
t: 54 | c: 645 | d: 680 | w: 8 | l: 0
t: 47 | c: 692 | d: 923 | w: 10 | l: 0
t: 1 | c: 693 | d: 1374 | w: 2 | l: 0
t: 40 | c: 733 | d: 873 | w: 5 | l: 0
t: 11 | c: 744 | d: 970 | w: 3 | l: 0
t: 35 | c: 779 | d: 804 | w: 8 | l: 0
t: 9 | c: 788 | d: 843 | w: 4 | l: 0
t: 47 | c: 835 | d: 861 | w: 8 | l: 0
t: 69 | c: 904 | d: 917 | w: 10 | l: 0
t: 46 | c: 950 | d: 950 | w: 10 | l: 0
t: 15 | c: 965 | d: 961 | w: 9 | l: 4
t: 30 | c: 995 | d: 968 | w: 10 | l: 27
t: 48 | c: 1043 | d: 1046 | w: 10 | l: 0
t: 71 | c: 1114 | d: 1020 | w: 10 | l: 94
t: 24 | c: 1138 | d: 1114 | w: 6 | l: 24
t: 41 | c: 1179 | d: 1135 | w: 8 | l: 44
t: 40 | c: 1219 | d: 1210 | w: 9 | l: 9
t: 23 | c: 1242 | d: 1229 | w: 8 | l: 13
t: 34 | c: 1276 | d: 1268 | w: 9 | l: 8
t: 32 | c: 1308 | d: 1234 | w: 8 | l: 74
t: 59 | c: 1367 | d: 1189 | w: 10 | l: 178
t: 35 | c: 1402 | d: 1401 | w: 7 | l: 1
t: 17 | c: 1419 | d: 1416 | w: 8 | l: 3
t: 1 | c: 1420 | d: 1509 | w: 3 | l: 0
t: 17 | c: 1437 | d: 1438 | w: 4 | l: 0
t: 11 | c: 1448 | d: 1473 | w: 2 | l: 0
t: 82 | c: 1530 | d: 1116 | w: 10 | l: 414
t: 16 | c: 1546 | d: 1543 | w: 6 | l: 3
t: 33 | c: 1579 | d: 1344 | w: 4 | l: 235
t: 85 | c: 1664 | d: 1443 | w: 10 | l: 221
t: 44 | c: 1708 | d: 1434 | w: 5 | l: 274
t: 18 | c: 1726 | d: 831 | w: 2 | l: 895
t: 18 | c: 1744 | d: 1487 | w: 2 | l: 257
t: 55 | c: 1799 | d: 891 | w: 6 | l: 908
t: 85 | c: 1884 | d: 1005 | w: 9 | l: 879
t: 95 | c: 1979 | d: 1260 | w: 10 | l: 719
t: 29 | c: 2008 | d: 1477 | w: 3 | l: 531
t: 99 | c: 2107 | d: 1443 | w: 10 | l: 664
t: 32 | c: 2139 | d: 694 | w: 3 | l: 1445
t: 98 | c: 2237 | d: 522 | w: 9 | l: 1715
t: 88 | c: 2325 | d: 523 | w: 8 | l: 1802
t: 44 | c: 2369 | d: 1283 | w: 4 | l: 1086
t: 90 | c: 2459 | d: 1345 | w: 8 | l: 1114
t: 91 | c: 2550 | d: 1110 | w: 8 | l: 1440
t: 69 | c: 2619 | d: 554 | w: 6 | l: 2065
t: 95 | c: 2714 | d: 550 | w: 8 | l: 2164
t: 96 | c: 2810 | d: 993 | w: 8 | l: 1817
t: 84 | c: 2894 | d: 925 | w: 7 | l: 1969
t: 62 | c: 2956 | d: 1091 | w: 5 | l: 1865
t: 100 | c: 3056 | d: 819 | w: 8 | l: 2237
t: 53 | c: 3109 | d: 1260 | w: 4 | l: 1849
t: 53 | c: 3162 | d: 1188 | w: 4 | l: 1974
t: 80 | c: 3242 | d: 1353 | w: 6 | l: 1889
t: 95 | c: 3337 | d: 1172 | w: 7 | l: 2165
t: 92 | c: 3429 | d: 1097 | w: 6 | l: 2332
t: 46 | c: 3475 | d: 1432 | w: 3 | l: 2043
t: 83 | c: 3558 | d: 1002 | w: 5 | l: 2556
t: 83 | c: 3641 | d: 1338 | w: 5 | l: 2303
t: 100 | c: 3741 | d: 1162 | w: 6 | l: 2579
t: 93 | c: 3834 | d: 615 | w: 5 | l: 3219
t: 57 | c: 3891 | d: 966 | w: 3 | l: 2925
t: 95 | c: 3986 | d: 1293 | w: 5 | l: 2693
t: 57 | c: 4043 | d: 617 | w: 3 | l: 3426
t: 96 | c: 4139 | d: 718 | w: 5 | l: 3421
t: 77 | c: 4216 | d: 1462 | w: 4 | l: 2754
t: 88 | c: 4304 | d: 650 | w: 4 | l: 3654
t: 92 | c: 4396 | d: 598 | w: 4 | l: 3798
t: 24 | c: 4420 | d: 1125 | w: 1 | l: 3295
t: 97 | c: 4517 | d: 869 | w: 4 | l: 3648
t: 78 | c: 4595 | d: 1426 | w: 3 | l: 3169
t: 27 | c: 4622 | d: 559 | w: 1 | l: 4063
t: 89 | c: 4711 | d: 1049 | w: 3 | l: 3662
t: 32 | c: 4743 | d: 1504 | w: 1 | l: 3239
t: 75 | c: 4818 | d: 1070 | w: 2 | l: 3748
t: 85 | c: 4903 | d: 959 | w: 2 | l: 3944
t: 47 | c: 4950 | d: 916 | w: 1 | l: 4034
t: 47 | c: 4997 | d: 1117 | w: 1 | l: 3880
t: 48 | c: 5045 | d: 743 | w: 1 | l: 4302
t: 63 | c: 5108 | d: 1311 | w: 1 | l: 3797
t: 83 | c: 5191 | d: 811 | w: 1 | l: 4380
Valor: 4780423
