Algoritmo Genético
Arquivo: wt100-2.txt
Melhor valor encontrado: 

0
Tempo máximo em minutos: 1

Algoritmo iniciou em: 

23:43:36
Melhor solução em: 

null
Número de cromossosmos: 25
Número de cromossosmos iniciais: 25
Tamanho da elite: 25
Melhor solução encontrada: 

Jobs: 100
t: 54 | c: 54 | d: 4472 | w: 75 | l: 0
t: 7 | c: 61 | d: 4521 | w: 2 | l: 0
t: 91 | c: 152 | d: 4065 | w: 8 | l: 0
t: 43 | c: 195 | d: 3657 | w: 61 | l: 0
t: 99 | c: 294 | d: 3739 | w: 6 | l: 0
t: 85 | c: 379 | d: 4273 | w: 6 | l: 0
t: 34 | c: 413 | d: 3979 | w: 3 | l: 0
t: 57 | c: 470 | d: 4489 | w: 66 | l: 0
t: 3 | c: 473 | d: 3678 | w: 10 | l: 0
t: 85 | c: 558 | d: 3791 | w: 10 | l: 0
t: 66 | c: 624 | d: 4112 | w: 4 | l: 0
t: 56 | c: 680 | d: 4423 | w: 6 | l: 0
t: 27 | c: 707 | d: 4145 | w: 5 | l: 0
t: 84 | c: 791 | d: 4646 | w: 10 | l: 0
t: 5 | c: 796 | d: 4198 | w: 2 | l: 0
t: 99 | c: 895 | d: 4512 | w: 7 | l: 0
t: 72 | c: 967 | d: 4414 | w: 5 | l: 0
t: 70 | c: 1037 | d: 4243 | w: 54 | l: 0
t: 64 | c: 1101 | d: 4131 | w: 5 | l: 0
t: 11 | c: 1112 | d: 4661 | w: 10 | l: 0
t: 85 | c: 1197 | d: 4444 | w: 9 | l: 0
t: 19 | c: 1216 | d: 4552 | w: 9 | l: 0
t: 41 | c: 1257 | d: 4560 | w: 59 | l: 0
t: 53 | c: 1310 | d: 4134 | w: 64 | l: 0
t: 65 | c: 1375 | d: 4642 | w: 6 | l: 0
t: 6 | c: 1381 | d: 4611 | w: 1 | l: 0
t: 10 | c: 1391 | d: 4349 | w: 5 | l: 0
t: 23 | c: 1414 | d: 4614 | w: 6 | l: 0
t: 8 | c: 1422 | d: 4428 | w: 10 | l: 0
t: 8 | c: 1430 | d: 4423 | w: 2 | l: 0
t: 43 | c: 1473 | d: 4293 | w: 46 | l: 0
t: 86 | c: 1559 | d: 4002 | w: 6 | l: 0
t: 7 | c: 1566 | d: 3790 | w: 3 | l: 0
t: 6 | c: 1572 | d: 3845 | w: 2 | l: 0
t: 78 | c: 1650 | d: 4064 | w: 7 | l: 0
t: 7 | c: 1657 | d: 4516 | w: 2 | l: 0
t: 8 | c: 1665 | d: 4563 | w: 4 | l: 0
t: 22 | c: 1687 | d: 3815 | w: 5 | l: 0
t: 90 | c: 1777 | d: 3757 | w: 5 | l: 0
t: 9 | c: 1786 | d: 3824 | w: 3 | l: 0
t: 2 | c: 1788 | d: 4109 | w: 5 | l: 0
t: 72 | c: 1860 | d: 4394 | w: 8 | l: 0
t: 55 | c: 1915 | d: 3709 | w: 28 | l: 0
t: 9 | c: 1924 | d: 3780 | w: 2 | l: 0
t: 20 | c: 1944 | d: 3668 | w: 54 | l: 0
t: 90 | c: 2034 | d: 3863 | w: 8 | l: 0
t: 100 | c: 2134 | d: 3787 | w: 8 | l: 0
t: 9 | c: 2143 | d: 3723 | w: 5 | l: 0
t: 12 | c: 2155 | d: 3904 | w: 5 | l: 0
t: 35 | c: 2190 | d: 3724 | w: 95 | l: 0
t: 6 | c: 2196 | d: 4272 | w: 3 | l: 0
t: 27 | c: 2223 | d: 3987 | w: 48 | l: 0
t: 90 | c: 2313 | d: 4330 | w: 7 | l: 0
t: 6 | c: 2319 | d: 4299 | w: 8 | l: 0
t: 34 | c: 2353 | d: 3778 | w: 73 | l: 0
t: 16 | c: 2369 | d: 4099 | w: 5 | l: 0
t: 37 | c: 2406 | d: 4321 | w: 4 | l: 0
t: 9 | c: 2415 | d: 3922 | w: 3 | l: 0
t: 47 | c: 2462 | d: 4079 | w: 76 | l: 0
t: 36 | c: 2498 | d: 3749 | w: 42 | l: 0
t: 40 | c: 2538 | d: 4426 | w: 4 | l: 0
