Algoritmo Genético
Arquivo: wt100.txt
Melhor valor encontrado: 

6076
Tempo máximo em minutos: 30

Algoritmo iniciou em: 

03:20:28
Melhor solução em: 

03:20:31
Número de cromossosmos: 201
Número de cromossosmos iniciais: 25
Tamanho da elite: 25
Melhor solução encontrada: 

Jobs: 100
t: 14 | c: 14 | d: 3727 | w: 3 | l: 0
t: 22 | c: 36 | d: 4187 | w: 10 | l: 0
t: 31 | c: 67 | d: 3857 | w: 10 | l: 0
t: 95 | c: 162 | d: 3724 | w: 6 | l: 0
t: 14 | c: 176 | d: 3875 | w: 8 | l: 0
t: 24 | c: 200 | d: 4558 | w: 5 | l: 0
t: 47 | c: 247 | d: 4262 | w: 1 | l: 0
t: 65 | c: 312 | d: 3888 | w: 1 | l: 0
t: 68 | c: 380 | d: 3819 | w: 9 | l: 0
t: 55 | c: 435 | d: 4281 | w: 4 | l: 0
t: 25 | c: 460 | d: 4562 | w: 4 | l: 0
t: 18 | c: 478 | d: 3858 | w: 1 | l: 0
t: 82 | c: 560 | d: 4240 | w: 8 | l: 0
t: 39 | c: 599 | d: 4066 | w: 6 | l: 0
t: 46 | c: 645 | d: 4547 | w: 9 | l: 0
t: 32 | c: 677 | d: 4235 | w: 2 | l: 0
t: 74 | c: 751 | d: 3743 | w: 4 | l: 0
t: 49 | c: 800 | d: 4360 | w: 9 | l: 0
t: 60 | c: 860 | d: 4151 | w: 4 | l: 0
t: 28 | c: 888 | d: 4142 | w: 2 | l: 0
t: 37 | c: 925 | d: 3974 | w: 7 | l: 0
t: 5 | c: 930 | d: 4520 | w: 5 | l: 0
t: 1 | c: 931 | d: 3907 | w: 10 | l: 0
t: 94 | c: 1025 | d: 3752 | w: 10 | l: 0
t: 13 | c: 1038 | d: 4567 | w: 10 | l: 0
t: 72 | c: 1110 | d: 3928 | w: 8 | l: 0
t: 81 | c: 1191 | d: 4384 | w: 6 | l: 0
t: 21 | c: 1212 | d: 3738 | w: 6 | l: 0
t: 94 | c: 1306 | d: 3726 | w: 7 | l: 0
t: 53 | c: 1359 | d: 4609 | w: 6 | l: 0
t: 33 | c: 1392 | d: 4281 | w: 5 | l: 0
t: 53 | c: 1445 | d: 4537 | w: 4 | l: 0
t: 16 | c: 1461 | d: 3803 | w: 10 | l: 0
t: 46 | c: 1507 | d: 4202 | w: 9 | l: 0
t: 92 | c: 1599 | d: 3815 | w: 8 | l: 0
t: 13 | c: 1612 | d: 3717 | w: 5 | l: 0
t: 89 | c: 1701 | d: 4546 | w: 6 | l: 0
t: 36 | c: 1737 | d: 3857 | w: 9 | l: 0
t: 89 | c: 1826 | d: 4471 | w: 6 | l: 0
t: 8 | c: 1834 | d: 4727 | w: 3 | l: 0
t: 74 | c: 1908 | d: 3735 | w: 3 | l: 0
t: 5 | c: 1913 | d: 4261 | w: 8 | l: 0
t: 41 | c: 1954 | d: 4243 | w: 5 | l: 0
t: 78 | c: 2032 | d: 4527 | w: 9 | l: 0
t: 19 | c: 2051 | d: 3767 | w: 5 | l: 0
t: 50 | c: 2101 | d: 4339 | w: 3 | l: 0
t: 17 | c: 2118 | d: 4378 | w: 2 | l: 0
t: 18 | c: 2136 | d: 4015 | w: 9 | l: 0
t: 72 | c: 2208 | d: 3713 | w: 4 | l: 0
t: 91 | c: 2299 | d: 3713 | w: 9 | l: 0
t: 31 | c: 2330 | d: 4095 | w: 3 | l: 0
t: 61 | c: 2391 | d: 4113 | w: 6 | l: 0
t: 22 | c: 2413 | d: 4324 | w: 3 | l: 0
t: 51 | c: 2464 | d: 4760 | w: 9 | l: 0
t: 15 | c: 2479 | d: 3814 | w: 9 | l: 0
t: 35 | c: 2514 | d: 4740 | w: 5 | l: 0
t: 100 | c: 2614 | d: 4025 | w: 6 | l: 0
t: 65 | c: 2679 | d: 4366 | w: 7 | l: 0
t: 58 | c: 2737 | d: 4122 | w: 6 | l: 0
t: 54 | c: 2791 | d: 3729 | w: 6 | l: 0
t: 23 | c: 2814 | d: 4015 | w: 7 | l: 0
t: 87 | c: 2901 | d: 4582 | w: 6 | l: 0
t: 27 | c: 2928 | d: 4612 | w: 5 | l: 0
t: 10 | c: 2938 | d: 4508 | w: 3 | l: 0
t: 60 | c: 2998 | d: 3811 | w: 4 | l: 0
t: 20 | c: 3018 | d: 4293 | w: 8 | l: 0
t: 22 | c: 3040 | d: 4062 | w: 10 | l: 0
t: 91 | c: 3131 | d: 3790 | w: 10 | l: 0
t: 97 | c: 3228 | d: 4022 | w: 5 | l: 0
t: 65 | c: 3293 | d: 4188 | w: 9 | l: 0
t: 39 | c: 3332 | d: 3782 | w: 8 | l: 0
t: 20 | c: 3352 | d: 4393 | w: 9 | l: 0
t: 73 | c: 3425 | d: 4068 | w: 7 | l: 0
t: 14 | c: 3439 | d: 4248 | w: 8 | l: 0
t: 97 | c: 3536 | d: 4126 | w: 5 | l: 0
t: 50 | c: 3586 | d: 4204 | w: 5 | l: 0
t: 49 | c: 3635 | d: 4318 | w: 8 | l: 0
t: 67 | c: 3702 | d: 3864 | w: 1 | l: 0
t: 14 | c: 3716 | d: 3797 | w: 5 | l: 0
t: 99 | c: 3815 | d: 4227 | w: 10 | l: 0
t: 69 | c: 3884 | d: 4207 | w: 8 | l: 0
t: 100 | c: 3984 | d: 4231 | w: 2 | l: 0
t: 79 | c: 4063 | d: 4671 | w: 4 | l: 0
t: 90 | c: 4153 | d: 4536 | w: 9 | l: 0
