Algoritmo Genético
Arquivo: wt100-4.txt
Melhor valor encontrado: 

5417
Tempo máximo em minutos: 1

Algoritmo iniciou em: 

23:33:54
Melhor solução em: 

23:33:56
Número de cromossosmos: 94
Número de cromossosmos iniciais: 25
Tamanho da elite: 25
Melhor solução encontrada: 

Jobs: 100
t: 52 | c: 52 | d: 3458 | w: 9 | l: 0
t: 2 | c: 54 | d: 3515 | w: 1 | l: 0
t: 3 | c: 57 | d: 4012 | w: 1 | l: 0
t: 67 | c: 124 | d: 3938 | w: 10 | l: 0
t: 62 | c: 186 | d: 3562 | w: 3 | l: 0
t: 78 | c: 264 | d: 3547 | w: 2 | l: 0
t: 75 | c: 339 | d: 3735 | w: 3 | l: 0
t: 56 | c: 395 | d: 3550 | w: 2 | l: 0
t: 61 | c: 456 | d: 4020 | w: 4 | l: 0
t: 6 | c: 462 | d: 4232 | w: 4 | l: 0
t: 35 | c: 497 | d: 3514 | w: 4 | l: 0
t: 99 | c: 596 | d: 3362 | w: 3 | l: 0
t: 69 | c: 665 | d: 3594 | w: 3 | l: 0
t: 26 | c: 691 | d: 3638 | w: 2 | l: 0
t: 48 | c: 739 | d: 3585 | w: 2 | l: 0
t: 66 | c: 805 | d: 4109 | w: 6 | l: 0
t: 69 | c: 874 | d: 3487 | w: 9 | l: 0
t: 4 | c: 878 | d: 4052 | w: 3 | l: 0
t: 13 | c: 891 | d: 3803 | w: 2 | l: 0
t: 93 | c: 984 | d: 3501 | w: 5 | l: 0
t: 93 | c: 1077 | d: 3653 | w: 6 | l: 0
t: 30 | c: 1107 | d: 3542 | w: 9 | l: 0
t: 4 | c: 1111 | d: 4207 | w: 3 | l: 0
t: 1 | c: 1112 | d: 4151 | w: 4 | l: 0
t: 46 | c: 1158 | d: 3596 | w: 6 | l: 0
t: 39 | c: 1197 | d: 3649 | w: 10 | l: 0
t: 67 | c: 1264 | d: 4088 | w: 8 | l: 0
t: 3 | c: 1267 | d: 4016 | w: 4 | l: 0
t: 71 | c: 1338 | d: 3581 | w: 3 | l: 0
t: 93 | c: 1431 | d: 3438 | w: 9 | l: 0
t: 35 | c: 1466 | d: 4179 | w: 1 | l: 0
t: 74 | c: 1540 | d: 3377 | w: 4 | l: 0
