Algoritmo Genético
Arquivo: wt100-23.txt
Melhor valor encontrado: 

539720
Tempo máximo em minutos: 1

Algoritmo iniciou em: 

00:35:24
Melhor solução em: 

00:35:34
Número de cromossosmos: 62
Número de cromossosmos iniciais: 25
Tamanho da elite: 25
Melhor solução encontrada: 

Jobs: 100
t: 3 | c: 3 | d: 0 | w: 10 | l: 3
t: 5 | c: 8 | d: 0 | w: 10 | l: 8
t: 4 | c: 12 | d: 7 | w: 7 | l: 5
t: 7 | c: 19 | d: 0 | w: 9 | l: 19
t: 9 | c: 28 | d: 0 | w: 6 | l: 28
t: 9 | c: 37 | d: 0 | w: 5 | l: 37
t: 4 | c: 41 | d: 0 | w: 2 | l: 41
t: 8 | c: 49 | d: 0 | w: 4 | l: 49
t: 3 | c: 52 | d: 0 | w: 1 | l: 52
t: 2 | c: 54 | d: 56 | w: 4 | l: 0
t: 25 | c: 79 | d: 0 | w: 9 | l: 79
t: 9 | c: 88 | d: 0 | w: 3 | l: 88
t: 30 | c: 118 | d: 0 | w: 9 | l: 118
t: 6 | c: 124 | d: 112 | w: 2 | l: 12
t: 21 | c: 145 | d: 0 | w: 6 | l: 145
t: 19 | c: 164 | d: 151 | w: 8 | l: 13
t: 3 | c: 167 | d: 167 | w: 1 | l: 0
t: 31 | c: 198 | d: 0 | w: 8 | l: 198
t: 40 | c: 238 | d: 0 | w: 9 | l: 238
t: 31 | c: 269 | d: 270 | w: 7 | l: 0
t: 3 | c: 272 | d: 282 | w: 3 | l: 0
t: 29 | c: 301 | d: 297 | w: 8 | l: 4
t: 4 | c: 305 | d: 328 | w: 10 | l: 0
t: 38 | c: 343 | d: 0 | w: 8 | l: 343
t: 12 | c: 355 | d: 351 | w: 4 | l: 4
t: 6 | c: 361 | d: 358 | w: 8 | l: 3
t: 19 | c: 380 | d: 381 | w: 9 | l: 0
t: 10 | c: 390 | d: 394 | w: 8 | l: 0
t: 34 | c: 424 | d: 17 | w: 7 | l: 407
t: 13 | c: 437 | d: 438 | w: 9 | l: 0
t: 42 | c: 479 | d: 406 | w: 9 | l: 73
t: 29 | c: 508 | d: 249 | w: 6 | l: 259
t: 39 | c: 547 | d: 0 | w: 8 | l: 547
t: 42 | c: 589 | d: 2 | w: 8 | l: 587
