Algoritmo Genético
Arquivo: wt100-13.txt
Melhor valor encontrado: 

179539
Tempo máximo em minutos: 1

Algoritmo iniciou em: 

00:18:24
Melhor solução em: 

00:18:33
Número de cromossosmos: 174
Número de cromossosmos iniciais: 25
Tamanho da elite: 25
Melhor solução encontrada: 

Jobs: 100
t: 27 | c: 27 | d: 2101 | w: 3 | l: 0
t: 25 | c: 52 | d: 1675 | w: 4 | l: 0
t: 48 | c: 100 | d: 1715 | w: 10 | l: 0
t: 32 | c: 132 | d: 1865 | w: 7 | l: 0
t: 91 | c: 223 | d: 1873 | w: 9 | l: 0
t: 28 | c: 251 | d: 1929 | w: 2 | l: 0
t: 7 | c: 258 | d: 1696 | w: 10 | l: 0
t: 16 | c: 274 | d: 1676 | w: 9 | l: 0
t: 63 | c: 337 | d: 1670 | w: 9 | l: 0
t: 42 | c: 379 | d: 2330 | w: 10 | l: 0
t: 61 | c: 440 | d: 1739 | w: 5 | l: 0
t: 13 | c: 453 | d: 2271 | w: 10 | l: 0
t: 80 | c: 533 | d: 1979 | w: 6 | l: 0
t: 14 | c: 547 | d: 1856 | w: 10 | l: 0
t: 6 | c: 553 | d: 2277 | w: 7 | l: 0
t: 48 | c: 601 | d: 1781 | w: 6 | l: 0
t: 67 | c: 668 | d: 1800 | w: 10 | l: 0
t: 33 | c: 701 | d: 1672 | w: 10 | l: 0
t: 37 | c: 738 | d: 1997 | w: 10 | l: 0
t: 95 | c: 833 | d: 1685 | w: 6 | l: 0
t: 98 | c: 931 | d: 1755 | w: 7 | l: 0
t: 63 | c: 994 | d: 1945 | w: 8 | l: 0
t: 31 | c: 1025 | d: 1719 | w: 3 | l: 0
t: 10 | c: 1035 | d: 1859 | w: 5 | l: 0
t: 65 | c: 1100 | d: 1626 | w: 6 | l: 0
t: 32 | c: 1132 | d: 2057 | w: 8 | l: 0
t: 9 | c: 1141 | d: 1776 | w: 9 | l: 0
t: 12 | c: 1153 | d: 2595 | w: 3 | l: 0
t: 64 | c: 1217 | d: 1768 | w: 10 | l: 0
t: 55 | c: 1272 | d: 1685 | w: 5 | l: 0
t: 62 | c: 1334 | d: 1849 | w: 10 | l: 0
t: 39 | c: 1373 | d: 1712 | w: 3 | l: 0
t: 68 | c: 1441 | d: 2209 | w: 7 | l: 0
t: 60 | c: 1501 | d: 1719 | w: 5 | l: 0
t: 75 | c: 1576 | d: 1676 | w: 10 | l: 0
t: 83 | c: 1659 | d: 2056 | w: 7 | l: 0
t: 1 | c: 1660 | d: 1705 | w: 8 | l: 0
t: 11 | c: 1671 | d: 2272 | w: 2 | l: 0
t: 4 | c: 1675 | d: 2327 | w: 5 | l: 0
t: 37 | c: 1712 | d: 1848 | w: 5 | l: 0
t: 14 | c: 1726 | d: 2042 | w: 5 | l: 0
t: 99 | c: 1825 | d: 1993 | w: 10 | l: 0
t: 39 | c: 1864 | d: 1944 | w: 9 | l: 0
t: 4 | c: 1868 | d: 2435 | w: 7 | l: 0
t: 34 | c: 1902 | d: 1914 | w: 5 | l: 0
t: 10 | c: 1912 | d: 2459 | w: 5 | l: 0
t: 51 | c: 1963 | d: 2130 | w: 8 | l: 0
t: 7 | c: 1970 | d: 2253 | w: 1 | l: 0
t: 77 | c: 2047 | d: 2123 | w: 7 | l: 0
t: 82 | c: 2129 | d: 2349 | w: 9 | l: 0
t: 16 | c: 2145 | d: 2280 | w: 8 | l: 0
t: 74 | c: 2219 | d: 2357 | w: 9 | l: 0
t: 47 | c: 2266 | d: 2334 | w: 7 | l: 0
t: 6 | c: 2272 | d: 2639 | w: 9 | l: 0
t: 58 | c: 2330 | d: 2342 | w: 7 | l: 0
t: 20 | c: 2350 | d: 2396 | w: 9 | l: 0
t: 85 | c: 2435 | d: 2381 | w: 9 | l: 54
t: 66 | c: 2501 | d: 2503 | w: 10 | l: 0
t: 38 | c: 2539 | d: 2514 | w: 8 | l: 25
t: 66 | c: 2605 | d: 2563 | w: 9 | l: 42
t: 12 | c: 2617 | d: 2650 | w: 4 | l: 0
t: 94 | c: 2711 | d: 2439 | w: 10 | l: 272
t: 59 | c: 2770 | d: 2382 | w: 6 | l: 388
t: 80 | c: 2850 | d: 2402 | w: 8 | l: 448
t: 43 | c: 2893 | d: 2686 | w: 4 | l: 207
t: 54 | c: 2947 | d: 2586 | w: 5 | l: 361
t: 87 | c: 3034 | d: 2489 | w: 8 | l: 545
t: 100 | c: 3134 | d: 2423 | w: 9 | l: 711
t: 45 | c: 3179 | d: 2357 | w: 4 | l: 822
t: 34 | c: 3213 | d: 2506 | w: 3 | l: 707
t: 71 | c: 3284 | d: 2334 | w: 6 | l: 950
t: 79 | c: 3363 | d: 2516 | w: 6 | l: 847
t: 40 | c: 3403 | d: 2077 | w: 3 | l: 1326
t: 86 | c: 3489 | d: 2072 | w: 6 | l: 1417
t: 59 | c: 3548 | d: 2668 | w: 4 | l: 880
t: 76 | c: 3624 | d: 2534 | w: 5 | l: 1090
t: 96 | c: 3720 | d: 2429 | w: 6 | l: 1291
t: 72 | c: 3792 | d: 2187 | w: 4 | l: 1605
t: 77 | c: 3869 | d: 2000 | w: 4 | l: 1869
t: 67 | c: 3936 | d: 2011 | w: 3 | l: 1925
t: 45 | c: 3981 | d: 2322 | w: 2 | l: 1659
t: 91 | c: 4072 | d: 1898 | w: 4 | l: 2174
t: 73 | c: 4145 | d: 1627 | w: 3 | l: 2518
t: 74 | c: 4219 | d: 2081 | w: 3 | l: 2138
t: 51 | c: 4270 | d: 2680 | w: 2 | l: 1590
t: 83 | c: 4353 | d: 2252 | w: 3 | l: 2101
t: 58 | c: 4411 | d: 2057 | w: 2 | l: 2354
t: 94 | c: 4505 | d: 1892 | w: 3 | l: 2613
t: 33 | c: 4538 | d: 1724 | w: 1 | l: 2814
t: 69 | c: 4607 | d: 2005 | w: 2 | l: 2602
t: 41 | c: 4648 | d: 2690 | w: 1 | l: 1958
t: 42 | c: 4690 | d: 1692 | w: 1 | l: 2998
t: 94 | c: 4784 | d: 1877 | w: 2 | l: 2907
t: 100 | c: 4884 | d: 2091 | w: 2 | l: 2793
t: 73 | c: 4957 | d: 1849 | w: 1 | l: 3108
t: 79 | c: 5036 | d: 1882 | w: 1 | l: 3154
t: 83 | c: 5119 | d: 2318 | w: 1 | l: 2801
t: 86 | c: 5205 | d: 2273 | w: 1 | l: 2932
t: 92 | c: 5297 | d: 1986 | w: 1 | l: 3311
t: 94 | c: 5391 | d: 1690 | w: 1 | l: 3701
Valor: 179539
