Algoritmo Genético
Arquivo: wt100.txt
Melhor valor encontrado: 

5988
Tempo máximo em minutos: 15

Algoritmo iniciou em: 

02:50:28
Melhor solução em: 

02:50:31
Número de cromossosmos: 201
Número de cromossosmos iniciais: 25
Tamanho da elite: 25
Melhor solução encontrada: 

Jobs: 100
t: 14 | c: 14 | d: 4248 | w: 8 | l: 0
t: 5 | c: 19 | d: 4261 | w: 8 | l: 0
t: 58 | c: 77 | d: 4122 | w: 6 | l: 0
t: 95 | c: 172 | d: 3724 | w: 6 | l: 0
t: 31 | c: 203 | d: 4095 | w: 3 | l: 0
t: 36 | c: 239 | d: 3857 | w: 9 | l: 0
t: 8 | c: 247 | d: 4727 | w: 3 | l: 0
t: 94 | c: 341 | d: 3752 | w: 10 | l: 0
t: 73 | c: 414 | d: 4507 | w: 2 | l: 0
t: 61 | c: 475 | d: 4502 | w: 9 | l: 0
t: 68 | c: 543 | d: 3819 | w: 9 | l: 0
t: 50 | c: 593 | d: 4339 | w: 3 | l: 0
t: 91 | c: 684 | d: 3713 | w: 9 | l: 0
t: 97 | c: 781 | d: 4126 | w: 5 | l: 0
t: 39 | c: 820 | d: 3782 | w: 8 | l: 0
t: 27 | c: 847 | d: 4612 | w: 5 | l: 0
t: 22 | c: 869 | d: 4187 | w: 10 | l: 0
t: 94 | c: 963 | d: 3726 | w: 7 | l: 0
t: 46 | c: 1009 | d: 4202 | w: 9 | l: 0
t: 47 | c: 1056 | d: 4262 | w: 1 | l: 0
t: 39 | c: 1095 | d: 4066 | w: 6 | l: 0
t: 65 | c: 1160 | d: 4366 | w: 7 | l: 0
t: 55 | c: 1215 | d: 4281 | w: 4 | l: 0
t: 37 | c: 1252 | d: 3974 | w: 7 | l: 0
t: 49 | c: 1301 | d: 4360 | w: 9 | l: 0
t: 19 | c: 1320 | d: 3767 | w: 5 | l: 0
t: 35 | c: 1355 | d: 4740 | w: 5 | l: 0
t: 50 | c: 1405 | d: 4204 | w: 5 | l: 0
t: 79 | c: 1484 | d: 4681 | w: 5 | l: 0
t: 82 | c: 1566 | d: 4240 | w: 8 | l: 0
t: 21 | c: 1587 | d: 3738 | w: 6 | l: 0
t: 33 | c: 1620 | d: 4281 | w: 5 | l: 0
t: 92 | c: 1712 | d: 3815 | w: 8 | l: 0
t: 88 | c: 1800 | d: 4591 | w: 4 | l: 0
t: 24 | c: 1824 | d: 4558 | w: 5 | l: 0
t: 23 | c: 1847 | d: 4015 | w: 7 | l: 0
t: 14 | c: 1861 | d: 3797 | w: 5 | l: 0
t: 60 | c: 1921 | d: 4151 | w: 4 | l: 0
t: 74 | c: 1995 | d: 3743 | w: 4 | l: 0
t: 1 | c: 1996 | d: 3907 | w: 10 | l: 0
t: 91 | c: 2087 | d: 3790 | w: 10 | l: 0
t: 51 | c: 2138 | d: 4707 | w: 3 | l: 0
t: 46 | c: 2184 | d: 4547 | w: 9 | l: 0
t: 65 | c: 2249 | d: 3888 | w: 1 | l: 0
t: 14 | c: 2263 | d: 3875 | w: 8 | l: 0
t: 17 | c: 2280 | d: 4378 | w: 2 | l: 0
t: 32 | c: 2312 | d: 4235 | w: 2 | l: 0
t: 22 | c: 2334 | d: 4062 | w: 10 | l: 0
t: 61 | c: 2395 | d: 4113 | w: 6 | l: 0
t: 81 | c: 2476 | d: 4384 | w: 6 | l: 0
t: 89 | c: 2565 | d: 4546 | w: 6 | l: 0
t: 13 | c: 2578 | d: 4567 | w: 10 | l: 0
t: 100 | c: 2678 | d: 4025 | w: 6 | l: 0
t: 72 | c: 2750 | d: 3928 | w: 8 | l: 0
t: 60 | c: 2810 | d: 3811 | w: 4 | l: 0
t: 97 | c: 2907 | d: 4022 | w: 5 | l: 0
t: 10 | c: 2917 | d: 4508 | w: 3 | l: 0
t: 22 | c: 2939 | d: 4324 | w: 3 | l: 0
t: 13 | c: 2952 | d: 3717 | w: 5 | l: 0
t: 69 | c: 3021 | d: 4207 | w: 8 | l: 0
t: 74 | c: 3095 | d: 3735 | w: 3 | l: 0
t: 54 | c: 3149 | d: 3729 | w: 6 | l: 0
t: 49 | c: 3198 | d: 4318 | w: 8 | l: 0
t: 16 | c: 3214 | d: 3803 | w: 10 | l: 0
t: 5 | c: 3219 | d: 4520 | w: 5 | l: 0
t: 31 | c: 3250 | d: 3857 | w: 10 | l: 0
t: 20 | c: 3270 | d: 4393 | w: 9 | l: 0
t: 73 | c: 3343 | d: 4068 | w: 7 | l: 0
t: 69 | c: 3412 | d: 4642 | w: 9 | l: 0
t: 72 | c: 3484 | d: 3713 | w: 4 | l: 0
t: 28 | c: 3512 | d: 4142 | w: 2 | l: 0
t: 14 | c: 3526 | d: 3727 | w: 3 | l: 0
t: 18 | c: 3544 | d: 4015 | w: 9 | l: 0
t: 100 | c: 3644 | d: 4231 | w: 2 | l: 0
t: 41 | c: 3685 | d: 4243 | w: 5 | l: 0
t: 18 | c: 3703 | d: 3858 | w: 1 | l: 0
t: 67 | c: 3770 | d: 3864 | w: 1 | l: 0
t: 15 | c: 3785 | d: 3814 | w: 9 | l: 0
t: 65 | c: 3850 | d: 4188 | w: 9 | l: 0
t: 78 | c: 3928 | d: 4527 | w: 9 | l: 0
t: 20 | c: 3948 | d: 4293 | w: 8 | l: 0
t: 87 | c: 4035 | d: 4582 | w: 6 | l: 0
t: 53 | c: 4088 | d: 4609 | w: 6 | l: 0
t: 99 | c: 4187 | d: 4227 | w: 10 | l: 0
t: 53 | c: 4240 | d: 4537 | w: 4 | l: 0
t: 87 | c: 4327 | d: 4361 | w: 2 | l: 0
t: 89 | c: 4416 | d: 4471 | w: 6 | l: 0
t: 90 | c: 4506 | d: 4536 | w: 9 | l: 0
t: 25 | c: 4531 | d: 4562 | w: 4 | l: 0
t: 79 | c: 4610 | d: 4671 | w: 4 | l: 0
t: 72 | c: 4682 | d: 4753 | w: 7 | l: 0
t: 51 | c: 4733 | d: 4760 | w: 9 | l: 0
t: 53 | c: 4786 | d: 4762 | w: 4 | l: 24
t: 80 | c: 4866 | d: 4768 | w: 5 | l: 98
t: 55 | c: 4921 | d: 4761 | w: 3 | l: 160
t: 54 | c: 4975 | d: 4761 | w: 2 | l: 214
t: 99 | c: 5074 | d: 4648 | w: 3 | l: 426
t: 52 | c: 5126 | d: 4412 | w: 1 | l: 714
t: 86 | c: 5212 | d: 4288 | w: 1 | l: 924
t: 88 | c: 5300 | d: 3722 | w: 1 | l: 1578
Valor: 5988
