Algoritmo Genético
Arquivo: wt100.txt
Melhor valor encontrado: 

5988
Tempo máximo em minutos: 15

Algoritmo iniciou em: 

05:54:28
Melhor solução em: 

05:54:30
Número de cromossosmos: 201
Número de cromossosmos iniciais: 25
Tamanho da elite: 25
Melhor solução encontrada: 

Jobs: 100
t: 61 | c: 61 | d: 4502 | w: 9 | l: 0
t: 94 | c: 155 | d: 3752 | w: 10 | l: 0
t: 89 | c: 244 | d: 4471 | w: 6 | l: 0
t: 69 | c: 313 | d: 4207 | w: 8 | l: 0
t: 24 | c: 337 | d: 4558 | w: 5 | l: 0
t: 97 | c: 434 | d: 4126 | w: 5 | l: 0
t: 10 | c: 444 | d: 4508 | w: 3 | l: 0
t: 81 | c: 525 | d: 4384 | w: 6 | l: 0
t: 14 | c: 539 | d: 3727 | w: 3 | l: 0
t: 18 | c: 557 | d: 3858 | w: 1 | l: 0
t: 25 | c: 582 | d: 4562 | w: 4 | l: 0
t: 73 | c: 655 | d: 4068 | w: 7 | l: 0
t: 65 | c: 720 | d: 4188 | w: 9 | l: 0
t: 49 | c: 769 | d: 4360 | w: 9 | l: 0
t: 20 | c: 789 | d: 4393 | w: 9 | l: 0
t: 73 | c: 862 | d: 4507 | w: 2 | l: 0
t: 53 | c: 915 | d: 4537 | w: 4 | l: 0
t: 14 | c: 929 | d: 3797 | w: 5 | l: 0
t: 61 | c: 990 | d: 4113 | w: 6 | l: 0
t: 72 | c: 1062 | d: 3713 | w: 4 | l: 0
t: 68 | c: 1130 | d: 3819 | w: 9 | l: 0
t: 16 | c: 1146 | d: 3803 | w: 10 | l: 0
t: 94 | c: 1240 | d: 3726 | w: 7 | l: 0
t: 50 | c: 1290 | d: 4339 | w: 3 | l: 0
t: 51 | c: 1341 | d: 4707 | w: 3 | l: 0
t: 27 | c: 1368 | d: 4612 | w: 5 | l: 0
t: 23 | c: 1391 | d: 4015 | w: 7 | l: 0
t: 37 | c: 1428 | d: 3974 | w: 7 | l: 0
t: 100 | c: 1528 | d: 4231 | w: 2 | l: 0
t: 36 | c: 1564 | d: 3857 | w: 9 | l: 0
t: 100 | c: 1664 | d: 4025 | w: 6 | l: 0
t: 58 | c: 1722 | d: 4122 | w: 6 | l: 0
t: 74 | c: 1796 | d: 3735 | w: 3 | l: 0
t: 22 | c: 1818 | d: 4187 | w: 10 | l: 0
t: 39 | c: 1857 | d: 4066 | w: 6 | l: 0
t: 78 | c: 1935 | d: 4527 | w: 9 | l: 0
t: 22 | c: 1957 | d: 4324 | w: 3 | l: 0
t: 65 | c: 2022 | d: 4366 | w: 7 | l: 0
t: 13 | c: 2035 | d: 4567 | w: 10 | l: 0
t: 55 | c: 2090 | d: 4281 | w: 4 | l: 0
t: 22 | c: 2112 | d: 4062 | w: 10 | l: 0
t: 31 | c: 2143 | d: 4095 | w: 3 | l: 0
t: 8 | c: 2151 | d: 4727 | w: 3 | l: 0
t: 1 | c: 2152 | d: 3907 | w: 10 | l: 0
t: 28 | c: 2180 | d: 4142 | w: 2 | l: 0
t: 99 | c: 2279 | d: 4227 | w: 10 | l: 0
t: 13 | c: 2292 | d: 3717 | w: 5 | l: 0
t: 65 | c: 2357 | d: 3888 | w: 1 | l: 0
t: 95 | c: 2452 | d: 3724 | w: 6 | l: 0
t: 15 | c: 2467 | d: 3814 | w: 9 | l: 0
t: 67 | c: 2534 | d: 3864 | w: 1 | l: 0
t: 17 | c: 2551 | d: 4378 | w: 2 | l: 0
