Algoritmo Genético
Arquivo: wt100.txt
Melhor valor encontrado: 

6076
Tempo máximo em minutos: 15

Algoritmo iniciou em: 

08:58:28
Melhor solução em: 

08:58:33
Número de cromossosmos: 201
Número de cromossosmos iniciais: 25
Tamanho da elite: 25
Melhor solução encontrada: 

Jobs: 100
t: 15 | c: 15 | d: 3814 | w: 9 | l: 0
t: 16 | c: 31 | d: 3803 | w: 10 | l: 0
t: 49 | c: 80 | d: 4360 | w: 9 | l: 0
t: 39 | c: 119 | d: 4066 | w: 6 | l: 0
t: 51 | c: 170 | d: 4707 | w: 3 | l: 0
t: 68 | c: 238 | d: 3819 | w: 9 | l: 0
t: 41 | c: 279 | d: 4243 | w: 5 | l: 0
t: 72 | c: 351 | d: 3928 | w: 8 | l: 0
t: 31 | c: 382 | d: 3857 | w: 10 | l: 0
t: 91 | c: 473 | d: 3713 | w: 9 | l: 0
t: 95 | c: 568 | d: 3724 | w: 6 | l: 0
t: 20 | c: 588 | d: 4293 | w: 8 | l: 0
t: 37 | c: 625 | d: 3974 | w: 7 | l: 0
t: 72 | c: 697 | d: 3713 | w: 4 | l: 0
t: 50 | c: 747 | d: 4204 | w: 5 | l: 0
t: 22 | c: 769 | d: 4187 | w: 10 | l: 0
t: 14 | c: 783 | d: 4248 | w: 8 | l: 0
t: 23 | c: 806 | d: 4015 | w: 7 | l: 0
t: 94 | c: 900 | d: 3752 | w: 10 | l: 0
t: 99 | c: 999 | d: 4227 | w: 10 | l: 0
t: 18 | c: 1017 | d: 4015 | w: 9 | l: 0
t: 55 | c: 1072 | d: 4281 | w: 4 | l: 0
t: 97 | c: 1169 | d: 4126 | w: 5 | l: 0
t: 69 | c: 1238 | d: 4207 | w: 8 | l: 0
t: 35 | c: 1273 | d: 4740 | w: 5 | l: 0
t: 100 | c: 1373 | d: 4231 | w: 2 | l: 0
t: 91 | c: 1464 | d: 3790 | w: 10 | l: 0
t: 89 | c: 1553 | d: 4546 | w: 6 | l: 0
t: 21 | c: 1574 | d: 3738 | w: 6 | l: 0
t: 32 | c: 1606 | d: 4235 | w: 2 | l: 0
t: 79 | c: 1685 | d: 4681 | w: 5 | l: 0
t: 92 | c: 1777 | d: 3815 | w: 8 | l: 0
t: 65 | c: 1842 | d: 3888 | w: 1 | l: 0
t: 67 | c: 1909 | d: 3864 | w: 1 | l: 0
t: 39 | c: 1948 | d: 3782 | w: 8 | l: 0
t: 87 | c: 2035 | d: 4361 | w: 2 | l: 0
t: 46 | c: 2081 | d: 4202 | w: 9 | l: 0
t: 60 | c: 2141 | d: 4151 | w: 4 | l: 0
t: 100 | c: 2241 | d: 4025 | w: 6 | l: 0
t: 33 | c: 2274 | d: 4281 | w: 5 | l: 0
t: 10 | c: 2284 | d: 4508 | w: 3 | l: 0
t: 61 | c: 2345 | d: 4113 | w: 6 | l: 0
t: 54 | c: 2399 | d: 3729 | w: 6 | l: 0
t: 14 | c: 2413 | d: 3797 | w: 5 | l: 0
t: 13 | c: 2426 | d: 4567 | w: 10 | l: 0
t: 53 | c: 2479 | d: 4609 | w: 6 | l: 0
t: 89 | c: 2568 | d: 4471 | w: 6 | l: 0
t: 50 | c: 2618 | d: 4339 | w: 3 | l: 0
