Algoritmo Genético
Arquivo: wt100.txt
Melhor valor encontrado: 

6093
Tempo máximo em minutos: 1

Algoritmo iniciou em: 

21:58:29
Melhor solução em: 

21:58:32
Número de cromossosmos: 182
Número de cromossosmos iniciais: 25
Tamanho da elite: 25
Melhor solução encontrada: 

Jobs: 100
t: 55 | c: 55 | d: 4281 | w: 4 | l: 0
t: 61 | c: 116 | d: 4502 | w: 9 | l: 0
t: 14 | c: 130 | d: 4248 | w: 8 | l: 0
t: 95 | c: 225 | d: 3724 | w: 6 | l: 0
t: 24 | c: 249 | d: 4558 | w: 5 | l: 0
t: 50 | c: 299 | d: 4339 | w: 3 | l: 0
t: 14 | c: 313 | d: 3797 | w: 5 | l: 0
t: 94 | c: 407 | d: 3726 | w: 7 | l: 0
t: 73 | c: 480 | d: 4068 | w: 7 | l: 0
t: 65 | c: 545 | d: 4188 | w: 9 | l: 0
t: 31 | c: 576 | d: 3857 | w: 10 | l: 0
t: 22 | c: 598 | d: 4324 | w: 3 | l: 0
t: 18 | c: 616 | d: 4015 | w: 9 | l: 0
t: 20 | c: 636 | d: 4293 | w: 8 | l: 0
t: 67 | c: 703 | d: 3864 | w: 1 | l: 0
t: 23 | c: 726 | d: 4015 | w: 7 | l: 0
t: 25 | c: 751 | d: 4562 | w: 4 | l: 0
t: 60 | c: 811 | d: 3811 | w: 4 | l: 0
t: 22 | c: 833 | d: 4187 | w: 10 | l: 0
t: 79 | c: 912 | d: 4681 | w: 5 | l: 0
t: 100 | c: 1012 | d: 4025 | w: 6 | l: 0
t: 91 | c: 1103 | d: 3790 | w: 10 | l: 0
t: 46 | c: 1149 | d: 4202 | w: 9 | l: 0
t: 87 | c: 1236 | d: 4361 | w: 2 | l: 0
t: 94 | c: 1330 | d: 3752 | w: 10 | l: 0
t: 5 | c: 1335 | d: 4261 | w: 8 | l: 0
t: 53 | c: 1388 | d: 4609 | w: 6 | l: 0
t: 53 | c: 1441 | d: 4762 | w: 4 | l: 0
t: 39 | c: 1480 | d: 3782 | w: 8 | l: 0
t: 31 | c: 1511 | d: 4095 | w: 3 | l: 0
t: 68 | c: 1579 | d: 3819 | w: 9 | l: 0
t: 92 | c: 1671 | d: 3815 | w: 8 | l: 0
t: 97 | c: 1768 | d: 4126 | w: 5 | l: 0
t: 20 | c: 1788 | d: 4393 | w: 9 | l: 0
t: 90 | c: 1878 | d: 4536 | w: 9 | l: 0
t: 99 | c: 1977 | d: 4227 | w: 10 | l: 0
t: 72 | c: 2049 | d: 3713 | w: 4 | l: 0
t: 10 | c: 2059 | d: 4508 | w: 3 | l: 0
t: 46 | c: 2105 | d: 4547 | w: 9 | l: 0
t: 65 | c: 2170 | d: 3888 | w: 1 | l: 0
t: 88 | c: 2258 | d: 4591 | w: 4 | l: 0
t: 58 | c: 2316 | d: 4122 | w: 6 | l: 0
t: 61 | c: 2377 | d: 4113 | w: 6 | l: 0
t: 28 | c: 2405 | d: 4142 | w: 2 | l: 0
t: 21 | c: 2426 | d: 3738 | w: 6 | l: 0
t: 14 | c: 2440 | d: 3875 | w: 8 | l: 0
t: 81 | c: 2521 | d: 4384 | w: 6 | l: 0
t: 17 | c: 2538 | d: 4378 | w: 2 | l: 0
t: 41 | c: 2579 | d: 4243 | w: 5 | l: 0
t: 13 | c: 2592 | d: 3717 | w: 5 | l: 0
t: 5 | c: 2597 | d: 4520 | w: 5 | l: 0
t: 27 | c: 2624 | d: 4612 | w: 5 | l: 0
t: 74 | c: 2698 | d: 3743 | w: 4 | l: 0
t: 14 | c: 2712 | d: 3727 | w: 3 | l: 0
t: 16 | c: 2728 | d: 3803 | w: 10 | l: 0
t: 33 | c: 2761 | d: 4281 | w: 5 | l: 0
t: 32 | c: 2793 | d: 4235 | w: 2 | l: 0
t: 53 | c: 2846 | d: 4537 | w: 4 | l: 0
t: 89 | c: 2935 | d: 4471 | w: 6 | l: 0
t: 36 | c: 2971 | d: 3857 | w: 9 | l: 0
t: 54 | c: 3025 | d: 3729 | w: 6 | l: 0
t: 19 | c: 3044 | d: 3767 | w: 5 | l: 0
t: 13 | c: 3057 | d: 4567 | w: 10 | l: 0
t: 39 | c: 3096 | d: 4066 | w: 6 | l: 0
t: 60 | c: 3156 | d: 4151 | w: 4 | l: 0
t: 37 | c: 3193 | d: 3974 | w: 7 | l: 0
t: 72 | c: 3265 | d: 3928 | w: 8 | l: 0
t: 8 | c: 3273 | d: 4727 | w: 3 | l: 0
t: 50 | c: 3323 | d: 4204 | w: 5 | l: 0
t: 82 | c: 3405 | d: 4240 | w: 8 | l: 0
t: 89 | c: 3494 | d: 4546 | w: 6 | l: 0
t: 91 | c: 3585 | d: 3713 | w: 9 | l: 0
t: 49 | c: 3634 | d: 4318 | w: 8 | l: 0
t: 74 | c: 3708 | d: 3735 | w: 3 | l: 0
t: 18 | c: 3726 | d: 3858 | w: 1 | l: 0
t: 15 | c: 3741 | d: 3814 | w: 9 | l: 0
t: 1 | c: 3742 | d: 3907 | w: 10 | l: 0
t: 49 | c: 3791 | d: 4360 | w: 9 | l: 0
t: 35 | c: 3826 | d: 4740 | w: 5 | l: 0
t: 69 | c: 3895 | d: 4207 | w: 8 | l: 0
t: 22 | c: 3917 | d: 4062 | w: 10 | l: 0
t: 97 | c: 4014 | d: 4022 | w: 5 | l: 0
t: 100 | c: 4114 | d: 4231 | w: 2 | l: 0
t: 65 | c: 4179 | d: 4366 | w: 7 | l: 0
t: 69 | c: 4248 | d: 4642 | w: 9 | l: 0
t: 73 | c: 4321 | d: 4507 | w: 2 | l: 0
t: 78 | c: 4399 | d: 4527 | w: 9 | l: 0
t: 87 | c: 4486 | d: 4582 | w: 6 | l: 0
t: 79 | c: 4565 | d: 4671 | w: 4 | l: 0
t: 51 | c: 4616 | d: 4707 | w: 3 | l: 0
t: 51 | c: 4667 | d: 4760 | w: 9 | l: 0
t: 72 | c: 4739 | d: 4753 | w: 7 | l: 0
t: 80 | c: 4819 | d: 4768 | w: 5 | l: 51
t: 55 | c: 4874 | d: 4761 | w: 3 | l: 113
t: 54 | c: 4928 | d: 4761 | w: 2 | l: 167
t: 99 | c: 5027 | d: 4648 | w: 3 | l: 379
t: 47 | c: 5074 | d: 4262 | w: 1 | l: 812
t: 52 | c: 5126 | d: 4412 | w: 1 | l: 714
t: 86 | c: 5212 | d: 4288 | w: 1 | l: 924
t: 88 | c: 5300 | d: 3722 | w: 1 | l: 1578
Valor: 6093
