Algoritmo Genético
Arquivo: wt100.txt
Melhor valor encontrado: 

5988
Tempo máximo em minutos: 1

Algoritmo iniciou em: 

21:37:57
Melhor solução em: 

21:38:02
Número de cromossosmos: 194
Número de cromossosmos iniciais: 25
Tamanho da elite: 25
Melhor solução encontrada: 

Jobs: 100
t: 74 | c: 74 | d: 3735 | w: 3 | l: 0
t: 94 | c: 168 | d: 3726 | w: 7 | l: 0
t: 91 | c: 259 | d: 3713 | w: 9 | l: 0
t: 69 | c: 328 | d: 4207 | w: 8 | l: 0
t: 61 | c: 389 | d: 4502 | w: 9 | l: 0
t: 13 | c: 402 | d: 3717 | w: 5 | l: 0
t: 14 | c: 416 | d: 4248 | w: 8 | l: 0
t: 94 | c: 510 | d: 3752 | w: 10 | l: 0
t: 72 | c: 582 | d: 3928 | w: 8 | l: 0
t: 31 | c: 613 | d: 4095 | w: 3 | l: 0
t: 20 | c: 633 | d: 4393 | w: 9 | l: 0
t: 14 | c: 647 | d: 3875 | w: 8 | l: 0
t: 27 | c: 674 | d: 4612 | w: 5 | l: 0
t: 65 | c: 739 | d: 4188 | w: 9 | l: 0
t: 87 | c: 826 | d: 4582 | w: 6 | l: 0
t: 92 | c: 918 | d: 3815 | w: 8 | l: 0
t: 74 | c: 992 | d: 3743 | w: 4 | l: 0
t: 24 | c: 1016 | d: 4558 | w: 5 | l: 0
t: 25 | c: 1041 | d: 4562 | w: 4 | l: 0
t: 36 | c: 1077 | d: 3857 | w: 9 | l: 0
t: 73 | c: 1150 | d: 4507 | w: 2 | l: 0
t: 18 | c: 1168 | d: 4015 | w: 9 | l: 0
t: 37 | c: 1205 | d: 3974 | w: 7 | l: 0
t: 97 | c: 1302 | d: 4022 | w: 5 | l: 0
t: 99 | c: 1401 | d: 4227 | w: 10 | l: 0
t: 78 | c: 1479 | d: 4527 | w: 9 | l: 0
t: 67 | c: 1546 | d: 3864 | w: 1 | l: 0
t: 58 | c: 1604 | d: 4122 | w: 6 | l: 0
t: 51 | c: 1655 | d: 4707 | w: 3 | l: 0
t: 53 | c: 1708 | d: 4609 | w: 6 | l: 0
t: 31 | c: 1739 | d: 3857 | w: 10 | l: 0
t: 41 | c: 1780 | d: 4243 | w: 5 | l: 0
t: 28 | c: 1808 | d: 4142 | w: 2 | l: 0
t: 15 | c: 1823 | d: 3814 | w: 9 | l: 0
t: 22 | c: 1845 | d: 4187 | w: 10 | l: 0
t: 20 | c: 1865 | d: 4293 | w: 8 | l: 0
t: 100 | c: 1965 | d: 4025 | w: 6 | l: 0
t: 95 | c: 2060 | d: 3724 | w: 6 | l: 0
t: 79 | c: 2139 | d: 4681 | w: 5 | l: 0
t: 72 | c: 2211 | d: 3713 | w: 4 | l: 0
t: 53 | c: 2264 | d: 4537 | w: 4 | l: 0
t: 100 | c: 2364 | d: 4231 | w: 2 | l: 0
t: 65 | c: 2429 | d: 3888 | w: 1 | l: 0
t: 19 | c: 2448 | d: 3767 | w: 5 | l: 0
t: 55 | c: 2503 | d: 4281 | w: 4 | l: 0
t: 5 | c: 2508 | d: 4261 | w: 8 | l: 0
t: 65 | c: 2573 | d: 4366 | w: 7 | l: 0
t: 91 | c: 2664 | d: 3790 | w: 10 | l: 0
t: 32 | c: 2696 | d: 4235 | w: 2 | l: 0
t: 8 | c: 2704 | d: 4727 | w: 3 | l: 0
t: 68 | c: 2772 | d: 3819 | w: 9 | l: 0
t: 10 | c: 2782 | d: 4508 | w: 3 | l: 0
t: 1 | c: 2783 | d: 3907 | w: 10 | l: 0
t: 13 | c: 2796 | d: 4567 | w: 10 | l: 0
t: 82 | c: 2878 | d: 4240 | w: 8 | l: 0
t: 69 | c: 2947 | d: 4642 | w: 9 | l: 0
t: 21 | c: 2968 | d: 3738 | w: 6 | l: 0
t: 54 | c: 3022 | d: 3729 | w: 6 | l: 0
t: 23 | c: 3045 | d: 4015 | w: 7 | l: 0
t: 51 | c: 3096 | d: 4760 | w: 9 | l: 0
t: 14 | c: 3110 | d: 3797 | w: 5 | l: 0
t: 17 | c: 3127 | d: 4378 | w: 2 | l: 0
t: 50 | c: 3177 | d: 4204 | w: 5 | l: 0
