Algoritmo Genético
Arquivo: wt100-2.txt
Melhor valor encontrado: 

6308
Tempo máximo em minutos: 1

Algoritmo iniciou em: 

00:02:51
Melhor solução em: 

00:03:01
Número de cromossosmos: 158
Número de cromossosmos iniciais: 25
Tamanho da elite: 25
Melhor solução encontrada: 

Jobs: 100
t: 81 | c: 81 | d: 4564 | w: 7 | l: 0
t: 35 | c: 116 | d: 3649 | w: 5 | l: 0
t: 41 | c: 157 | d: 4560 | w: 10 | l: 0
t: 20 | c: 177 | d: 3668 | w: 5 | l: 0
t: 67 | c: 244 | d: 3819 | w: 8 | l: 0
t: 64 | c: 308 | d: 4131 | w: 5 | l: 0
t: 100 | c: 408 | d: 3787 | w: 8 | l: 0
t: 36 | c: 444 | d: 3749 | w: 8 | l: 0
t: 85 | c: 529 | d: 4444 | w: 9 | l: 0
t: 16 | c: 545 | d: 4501 | w: 1 | l: 0
t: 99 | c: 644 | d: 4512 | w: 7 | l: 0
t: 19 | c: 663 | d: 4552 | w: 5 | l: 0
t: 27 | c: 690 | d: 3987 | w: 5 | l: 0
t: 64 | c: 754 | d: 3790 | w: 3 | l: 0
t: 79 | c: 833 | d: 4055 | w: 5 | l: 0
t: 70 | c: 903 | d: 4243 | w: 9 | l: 0
t: 43 | c: 946 | d: 3657 | w: 10 | l: 0
t: 61 | c: 1007 | d: 3922 | w: 3 | l: 0
t: 16 | c: 1023 | d: 4099 | w: 5 | l: 0
t: 47 | c: 1070 | d: 4079 | w: 6 | l: 0
t: 34 | c: 1104 | d: 3979 | w: 3 | l: 0
t: 66 | c: 1170 | d: 3780 | w: 2 | l: 0
t: 73 | c: 1243 | d: 4230 | w: 2 | l: 0
t: 27 | c: 1270 | d: 4145 | w: 10 | l: 0
t: 50 | c: 1320 | d: 4568 | w: 4 | l: 0
t: 86 | c: 1406 | d: 4002 | w: 6 | l: 0
t: 24 | c: 1430 | d: 3792 | w: 7 | l: 0
t: 66 | c: 1496 | d: 4112 | w: 4 | l: 0
t: 85 | c: 1581 | d: 3791 | w: 10 | l: 0
t: 3 | c: 1584 | d: 3678 | w: 10 | l: 0
t: 98 | c: 1682 | d: 3845 | w: 2 | l: 0
t: 23 | c: 1705 | d: 4614 | w: 6 | l: 0
t: 20 | c: 1725 | d: 3868 | w: 2 | l: 0
t: 90 | c: 1815 | d: 3757 | w: 5 | l: 0
t: 9 | c: 1824 | d: 3723 | w: 8 | l: 0
t: 99 | c: 1923 | d: 3739 | w: 6 | l: 0
t: 59 | c: 1982 | d: 3824 | w: 3 | l: 0
t: 22 | c: 2004 | d: 3679 | w: 9 | l: 0
t: 2 | c: 2006 | d: 4109 | w: 9 | l: 0
t: 41 | c: 2047 | d: 3726 | w: 10 | l: 0
t: 12 | c: 2059 | d: 3904 | w: 7 | l: 0
t: 55 | c: 2114 | d: 3709 | w: 9 | l: 0
t: 54 | c: 2168 | d: 4087 | w: 3 | l: 0
t: 43 | c: 2211 | d: 4293 | w: 8 | l: 0
t: 23 | c: 2234 | d: 4324 | w: 8 | l: 0
t: 72 | c: 2306 | d: 4394 | w: 8 | l: 0
t: 19 | c: 2325 | d: 3736 | w: 8 | l: 0
t: 94 | c: 2419 | d: 4197 | w: 9 | l: 0
t: 55 | c: 2474 | d: 4303 | w: 5 | l: 0
t: 90 | c: 2564 | d: 3863 | w: 8 | l: 0
t: 91 | c: 2655 | d: 4065 | w: 8 | l: 0
t: 40 | c: 2695 | d: 4426 | w: 4 | l: 0
t: 34 | c: 2729 | d: 3778 | w: 5 | l: 0
t: 46 | c: 2775 | d: 3765 | w: 2 | l: 0
t: 62 | c: 2837 | d: 4368 | w: 9 | l: 0
t: 49 | c: 2886 | d: 3675 | w: 5 | l: 0
t: 90 | c: 2976 | d: 4330 | w: 7 | l: 0
t: 65 | c: 3041 | d: 4378 | w: 9 | l: 0
t: 22 | c: 3063 | d: 3815 | w: 6 | l: 0
t: 66 | c: 3129 | d: 4079 | w: 7 | l: 0
t: 78 | c: 3207 | d: 4064 | w: 7 | l: 0
t: 42 | c: 3249 | d: 4198 | w: 2 | l: 0
t: 33 | c: 3282 | d: 4570 | w: 2 | l: 0
t: 7 | c: 3289 | d: 3656 | w: 9 | l: 0
t: 69 | c: 3358 | d: 4098 | w: 7 | l: 0
t: 35 | c: 3393 | d: 3724 | w: 5 | l: 0
t: 95 | c: 3488 | d: 3960 | w: 2 | l: 0
t: 46 | c: 3534 | d: 3768 | w: 3 | l: 0
t: 22 | c: 3556 | d: 4081 | w: 5 | l: 0
t: 37 | c: 3593 | d: 4321 | w: 4 | l: 0
t: 8 | c: 3601 | d: 4119 | w: 5 | l: 0
t: 37 | c: 3638 | d: 4146 | w: 5 | l: 0
t: 32 | c: 3670 | d: 4352 | w: 4 | l: 0
t: 13 | c: 3683 | d: 3966 | w: 6 | l: 0
t: 6 | c: 3689 | d: 4299 | w: 5 | l: 0
t: 13 | c: 3702 | d: 4309 | w: 1 | l: 0
t: 16 | c: 3718 | d: 3835 | w: 5 | l: 0
t: 53 | c: 3771 | d: 4134 | w: 10 | l: 0
t: 22 | c: 3793 | d: 3946 | w: 2 | l: 0
t: 56 | c: 3849 | d: 4423 | w: 6 | l: 0
t: 54 | c: 3903 | d: 4053 | w: 1 | l: 0
t: 75 | c: 3978 | d: 4272 | w: 3 | l: 0
t: 11 | c: 3989 | d: 4661 | w: 7 | l: 0
t: 96 | c: 4085 | d: 4349 | w: 5 | l: 0
t: 85 | c: 4170 | d: 4273 | w: 6 | l: 0
t: 72 | c: 4242 | d: 4414 | w: 5 | l: 0
t: 95 | c: 4337 | d: 4519 | w: 6 | l: 0
t: 8 | c: 4345 | d: 4428 | w: 9 | l: 0
t: 57 | c: 4402 | d: 4489 | w: 9 | l: 0
t: 54 | c: 4456 | d: 4472 | w: 9 | l: 0
t: 94 | c: 4550 | d: 4630 | w: 7 | l: 0
t: 84 | c: 4634 | d: 4646 | w: 10 | l: 0
t: 65 | c: 4699 | d: 4642 | w: 6 | l: 57
t: 83 | c: 4782 | d: 4563 | w: 4 | l: 219
t: 48 | c: 4830 | d: 4521 | w: 2 | l: 309
t: 28 | c: 4858 | d: 4586 | w: 1 | l: 272
t: 74 | c: 4932 | d: 4423 | w: 2 | l: 509
t: 88 | c: 5020 | d: 4318 | w: 2 | l: 702
t: 95 | c: 5115 | d: 4516 | w: 2 | l: 599
t: 76 | c: 5191 | d: 4611 | w: 1 | l: 580
Valor: 6308
