Algoritmo Genético
Arquivo: wt100-2.txt
Melhor valor encontrado: 

6476
Tempo máximo em minutos: 1

Algoritmo iniciou em: 

00:03:51
Melhor solução em: 

00:03:56
Número de cromossosmos: 86
Número de cromossosmos iniciais: 25
Tamanho da elite: 25
Melhor solução encontrada: 

Jobs: 100
t: 36 | c: 36 | d: 3749 | w: 8 | l: 0
t: 34 | c: 70 | d: 3979 | w: 3 | l: 0
t: 46 | c: 116 | d: 3768 | w: 3 | l: 0
t: 34 | c: 150 | d: 3778 | w: 5 | l: 0
t: 8 | c: 158 | d: 4119 | w: 5 | l: 0
t: 37 | c: 195 | d: 4321 | w: 4 | l: 0
t: 41 | c: 236 | d: 4560 | w: 10 | l: 0
t: 43 | c: 279 | d: 4293 | w: 8 | l: 0
t: 20 | c: 299 | d: 3868 | w: 2 | l: 0
t: 16 | c: 315 | d: 4099 | w: 5 | l: 0
t: 3 | c: 318 | d: 3678 | w: 10 | l: 0
t: 90 | c: 408 | d: 3863 | w: 8 | l: 0
t: 79 | c: 487 | d: 4055 | w: 5 | l: 0
t: 100 | c: 587 | d: 3787 | w: 8 | l: 0
t: 13 | c: 600 | d: 4309 | w: 1 | l: 0
t: 53 | c: 653 | d: 4134 | w: 10 | l: 0
t: 85 | c: 738 | d: 4273 | w: 6 | l: 0
t: 22 | c: 760 | d: 4081 | w: 5 | l: 0
t: 37 | c: 797 | d: 4146 | w: 5 | l: 0
t: 72 | c: 869 | d: 4394 | w: 8 | l: 0
t: 27 | c: 896 | d: 4145 | w: 10 | l: 0
t: 98 | c: 994 | d: 3845 | w: 2 | l: 0
t: 35 | c: 1029 | d: 3649 | w: 5 | l: 0
t: 67 | c: 1096 | d: 3819 | w: 8 | l: 0
t: 54 | c: 1150 | d: 4087 | w: 3 | l: 0
t: 8 | c: 1158 | d: 4428 | w: 9 | l: 0
t: 86 | c: 1244 | d: 4002 | w: 6 | l: 0
t: 23 | c: 1267 | d: 4614 | w: 6 | l: 0
t: 28 | c: 1295 | d: 4586 | w: 1 | l: 0
t: 13 | c: 1308 | d: 3966 | w: 6 | l: 0
t: 90 | c: 1398 | d: 3757 | w: 5 | l: 0
t: 22 | c: 1420 | d: 3679 | w: 9 | l: 0
t: 72 | c: 1492 | d: 4414 | w: 5 | l: 0
t: 27 | c: 1519 | d: 3987 | w: 5 | l: 0
t: 50 | c: 1569 | d: 4568 | w: 4 | l: 0
