Algoritmo Genético
Arquivo: wt100.txt
Melhor valor encontrado: 

6076
Tempo máximo em minutos: 30

Algoritmo iniciou em: 

07:56:28
Melhor solução em: 

07:56:33
Número de cromossosmos: 201
Número de cromossosmos iniciais: 25
Tamanho da elite: 25
Melhor solução encontrada: 

Jobs: 100
t: 14 | c: 14 | d: 3797 | w: 5 | l: 0
t: 89 | c: 103 | d: 4546 | w: 6 | l: 0
t: 65 | c: 168 | d: 4188 | w: 9 | l: 0
t: 97 | c: 265 | d: 4022 | w: 5 | l: 0
t: 8 | c: 273 | d: 4727 | w: 3 | l: 0
t: 49 | c: 322 | d: 4318 | w: 8 | l: 0
t: 36 | c: 358 | d: 3857 | w: 9 | l: 0
t: 99 | c: 457 | d: 4227 | w: 10 | l: 0
t: 74 | c: 531 | d: 3743 | w: 4 | l: 0
t: 95 | c: 626 | d: 3724 | w: 6 | l: 0
t: 49 | c: 675 | d: 4360 | w: 9 | l: 0
t: 73 | c: 748 | d: 4068 | w: 7 | l: 0
t: 61 | c: 809 | d: 4502 | w: 9 | l: 0
t: 33 | c: 842 | d: 4281 | w: 5 | l: 0
t: 54 | c: 896 | d: 3729 | w: 6 | l: 0
t: 87 | c: 983 | d: 4361 | w: 2 | l: 0
t: 89 | c: 1072 | d: 4471 | w: 6 | l: 0
t: 78 | c: 1150 | d: 4527 | w: 9 | l: 0
t: 91 | c: 1241 | d: 3713 | w: 9 | l: 0
t: 92 | c: 1333 | d: 3815 | w: 8 | l: 0
t: 39 | c: 1372 | d: 3782 | w: 8 | l: 0
t: 25 | c: 1397 | d: 4562 | w: 4 | l: 0
t: 67 | c: 1464 | d: 3864 | w: 1 | l: 0
t: 74 | c: 1538 | d: 3735 | w: 3 | l: 0
t: 51 | c: 1589 | d: 4760 | w: 9 | l: 0
t: 51 | c: 1640 | d: 4707 | w: 3 | l: 0
t: 50 | c: 1690 | d: 4204 | w: 5 | l: 0
t: 61 | c: 1751 | d: 4113 | w: 6 | l: 0
t: 60 | c: 1811 | d: 3811 | w: 4 | l: 0
t: 72 | c: 1883 | d: 3713 | w: 4 | l: 0
t: 13 | c: 1896 | d: 4567 | w: 10 | l: 0
t: 5 | c: 1901 | d: 4261 | w: 8 | l: 0
t: 1 | c: 1902 | d: 3907 | w: 10 | l: 0
t: 14 | c: 1916 | d: 3875 | w: 8 | l: 0
t: 16 | c: 1932 | d: 3803 | w: 10 | l: 0
t: 69 | c: 2001 | d: 4642 | w: 9 | l: 0
t: 50 | c: 2051 | d: 4339 | w: 3 | l: 0
t: 22 | c: 2073 | d: 4062 | w: 10 | l: 0
t: 91 | c: 2164 | d: 3790 | w: 10 | l: 0
t: 20 | c: 2184 | d: 4293 | w: 8 | l: 0
t: 72 | c: 2256 | d: 3928 | w: 8 | l: 0
t: 17 | c: 2273 | d: 4378 | w: 2 | l: 0
t: 24 | c: 2297 | d: 4558 | w: 5 | l: 0
t: 18 | c: 2315 | d: 3858 | w: 1 | l: 0
