Algoritmo Genético
Arquivo: wt100-5.txt
Melhor valor encontrado: 

5283
Tempo máximo em minutos: 1

Algoritmo iniciou em: 

00:29:24
Melhor solução em: 

00:29:29
Número de cromossosmos: 102
Número de cromossosmos iniciais: 25
Tamanho da elite: 25
Melhor solução encontrada: 

Jobs: 100
t: 83 | c: 83 | d: 3481 | w: 4 | l: 0
t: 41 | c: 124 | d: 3442 | w: 5 | l: 0
t: 70 | c: 194 | d: 3430 | w: 4 | l: 0
t: 56 | c: 250 | d: 3393 | w: 6 | l: 0
t: 22 | c: 272 | d: 3860 | w: 1 | l: 0
t: 13 | c: 285 | d: 3429 | w: 6 | l: 0
t: 63 | c: 348 | d: 3457 | w: 1 | l: 0
t: 66 | c: 414 | d: 4054 | w: 6 | l: 0
t: 17 | c: 431 | d: 4056 | w: 4 | l: 0
t: 10 | c: 441 | d: 3704 | w: 5 | l: 0
t: 2 | c: 443 | d: 4154 | w: 10 | l: 0
t: 41 | c: 484 | d: 3515 | w: 1 | l: 0
t: 11 | c: 495 | d: 3692 | w: 2 | l: 0
t: 24 | c: 519 | d: 3565 | w: 5 | l: 0
t: 51 | c: 570 | d: 3871 | w: 3 | l: 0
t: 57 | c: 627 | d: 3731 | w: 4 | l: 0
t: 46 | c: 673 | d: 3641 | w: 2 | l: 0
t: 48 | c: 721 | d: 3752 | w: 10 | l: 0
t: 24 | c: 745 | d: 3620 | w: 5 | l: 0
t: 8 | c: 753 | d: 3984 | w: 8 | l: 0
t: 62 | c: 815 | d: 3954 | w: 7 | l: 0
t: 85 | c: 900 | d: 3438 | w: 6 | l: 0
t: 44 | c: 944 | d: 3920 | w: 9 | l: 0
t: 80 | c: 1024 | d: 3864 | w: 6 | l: 0
t: 35 | c: 1059 | d: 4211 | w: 3 | l: 0
t: 24 | c: 1083 | d: 4101 | w: 9 | l: 0
t: 75 | c: 1158 | d: 3548 | w: 10 | l: 0
t: 76 | c: 1234 | d: 3421 | w: 9 | l: 0
t: 100 | c: 1334 | d: 3696 | w: 10 | l: 0
t: 18 | c: 1352 | d: 3843 | w: 8 | l: 0
t: 24 | c: 1376 | d: 3749 | w: 10 | l: 0
t: 20 | c: 1396 | d: 4042 | w: 7 | l: 0
t: 24 | c: 1420 | d: 3875 | w: 1 | l: 0
t: 42 | c: 1462 | d: 4097 | w: 10 | l: 0
t: 35 | c: 1497 | d: 3475 | w: 1 | l: 0
t: 8 | c: 1505 | d: 4095 | w: 8 | l: 0
t: 44 | c: 1549 | d: 3608 | w: 10 | l: 0
t: 86 | c: 1635 | d: 3685 | w: 9 | l: 0
t: 55 | c: 1690 | d: 4008 | w: 3 | l: 0
t: 54 | c: 1744 | d: 3718 | w: 8 | l: 0
t: 3 | c: 1747 | d: 4209 | w: 10 | l: 0
t: 86 | c: 1833 | d: 3379 | w: 10 | l: 0
t: 24 | c: 1857 | d: 4158 | w: 5 | l: 0
t: 83 | c: 1940 | d: 3907 | w: 2 | l: 0
t: 57 | c: 1997 | d: 3558 | w: 3 | l: 0
t: 16 | c: 2013 | d: 4284 | w: 6 | l: 0
t: 92 | c: 2105 | d: 3764 | w: 7 | l: 0
t: 34 | c: 2139 | d: 3540 | w: 5 | l: 0
t: 7 | c: 2146 | d: 3946 | w: 7 | l: 0
t: 32 | c: 2178 | d: 3662 | w: 6 | l: 0
t: 62 | c: 2240 | d: 3377 | w: 6 | l: 0
t: 49 | c: 2289 | d: 3803 | w: 4 | l: 0
