Algoritmo Genético
Arquivo: wt100.txt
Melhor valor encontrado: 

6076
Tempo máximo em minutos: 30

Algoritmo iniciou em: 

06:24:28
Melhor solução em: 

06:24:33
Número de cromossosmos: 201
Número de cromossosmos iniciais: 25
Tamanho da elite: 25
Melhor solução encontrada: 

Jobs: 100
t: 27 | c: 27 | d: 4612 | w: 5 | l: 0
t: 18 | c: 45 | d: 4015 | w: 9 | l: 0
t: 13 | c: 58 | d: 4567 | w: 10 | l: 0
t: 50 | c: 108 | d: 4339 | w: 3 | l: 0
t: 31 | c: 139 | d: 3857 | w: 10 | l: 0
t: 22 | c: 161 | d: 4187 | w: 10 | l: 0
t: 32 | c: 193 | d: 4235 | w: 2 | l: 0
t: 23 | c: 216 | d: 4015 | w: 7 | l: 0
t: 14 | c: 230 | d: 4248 | w: 8 | l: 0
t: 19 | c: 249 | d: 3767 | w: 5 | l: 0
t: 74 | c: 323 | d: 3735 | w: 3 | l: 0
t: 68 | c: 391 | d: 3819 | w: 9 | l: 0
t: 50 | c: 441 | d: 4204 | w: 5 | l: 0
t: 91 | c: 532 | d: 3713 | w: 9 | l: 0
t: 41 | c: 573 | d: 4243 | w: 5 | l: 0
t: 49 | c: 622 | d: 4360 | w: 9 | l: 0
t: 91 | c: 713 | d: 3790 | w: 10 | l: 0
t: 92 | c: 805 | d: 3815 | w: 8 | l: 0
t: 65 | c: 870 | d: 3888 | w: 1 | l: 0
t: 15 | c: 885 | d: 3814 | w: 9 | l: 0
t: 61 | c: 946 | d: 4502 | w: 9 | l: 0
t: 94 | c: 1040 | d: 3726 | w: 7 | l: 0
t: 22 | c: 1062 | d: 4062 | w: 10 | l: 0
t: 10 | c: 1072 | d: 4508 | w: 3 | l: 0
t: 79 | c: 1151 | d: 4681 | w: 5 | l: 0
t: 89 | c: 1240 | d: 4471 | w: 6 | l: 0
t: 25 | c: 1265 | d: 4562 | w: 4 | l: 0
t: 49 | c: 1314 | d: 4318 | w: 8 | l: 0
