Algoritmo Genético
Arquivo: wt100-3.txt
Melhor valor encontrado: 

4267
Tempo máximo em minutos: 1

Algoritmo iniciou em: 

09:20:01
Melhor solução em: 

09:20:15
Número de cromossosmos: 805
Número de cromossosmos iniciais: 250
Tamanho da elite: 250
Melhor solução encontrada: 

Jobs: 100
t: 21 | c: 21 | d: 4025 | w: 6 | l: 0
t: 90 | c: 111 | d: 3626 | w: 3 | l: 0
t: 85 | c: 196 | d: 3907 | w: 7 | l: 0
t: 62 | c: 258 | d: 3717 | w: 2 | l: 0
t: 66 | c: 324 | d: 3514 | w: 3 | l: 0
t: 82 | c: 406 | d: 3854 | w: 6 | l: 0
t: 91 | c: 497 | d: 3806 | w: 7 | l: 0
t: 1 | c: 498 | d: 3746 | w: 10 | l: 0
t: 22 | c: 520 | d: 4145 | w: 10 | l: 0
t: 51 | c: 571 | d: 3782 | w: 4 | l: 0
t: 93 | c: 664 | d: 3437 | w: 7 | l: 0
t: 9 | c: 673 | d: 3440 | w: 10 | l: 0
t: 53 | c: 726 | d: 3608 | w: 10 | l: 0
t: 19 | c: 745 | d: 3813 | w: 9 | l: 0
t: 64 | c: 809 | d: 3603 | w: 9 | l: 0
t: 40 | c: 849 | d: 4173 | w: 5 | l: 0
t: 24 | c: 873 | d: 3920 | w: 3 | l: 0
t: 29 | c: 902 | d: 4157 | w: 2 | l: 0
t: 24 | c: 926 | d: 4123 | w: 8 | l: 0
t: 54 | c: 980 | d: 3753 | w: 3 | l: 0
t: 30 | c: 1010 | d: 3564 | w: 9 | l: 0
t: 3 | c: 1013 | d: 3397 | w: 10 | l: 0
t: 34 | c: 1047 | d: 4129 | w: 4 | l: 0
t: 15 | c: 1062 | d: 4280 | w: 8 | l: 0
t: 61 | c: 1123 | d: 3739 | w: 4 | l: 0
t: 60 | c: 1183 | d: 3758 | w: 3 | l: 0
t: 12 | c: 1195 | d: 4075 | w: 6 | l: 0
t: 30 | c: 1225 | d: 3991 | w: 7 | l: 0
t: 39 | c: 1264 | d: 3446 | w: 4 | l: 0
t: 76 | c: 1340 | d: 3712 | w: 4 | l: 0
t: 13 | c: 1353 | d: 4174 | w: 1 | l: 0
