Algoritmo Genético
Arquivo: wt100-2.txt
Melhor valor encontrado: 

6476
Tempo máximo em minutos: 1

Algoritmo iniciou em: 

09:09:01
Melhor solução em: 

09:09:03
Número de cromossosmos: 1550
Número de cromossosmos iniciais: 250
Tamanho da elite: 250
Melhor solução encontrada: 

Jobs: 100
t: 49 | c: 49 | d: 3675 | w: 5 | l: 0
t: 85 | c: 134 | d: 4444 | w: 9 | l: 0
t: 22 | c: 156 | d: 3815 | w: 6 | l: 0
t: 6 | c: 162 | d: 4299 | w: 5 | l: 0
t: 37 | c: 199 | d: 4321 | w: 4 | l: 0
t: 66 | c: 265 | d: 3780 | w: 2 | l: 0
t: 23 | c: 288 | d: 4324 | w: 8 | l: 0
t: 91 | c: 379 | d: 4065 | w: 8 | l: 0
t: 66 | c: 445 | d: 4079 | w: 7 | l: 0
t: 85 | c: 530 | d: 3791 | w: 10 | l: 0
t: 81 | c: 611 | d: 4564 | w: 7 | l: 0
t: 12 | c: 623 | d: 3904 | w: 7 | l: 0
t: 96 | c: 719 | d: 4349 | w: 5 | l: 0
t: 8 | c: 727 | d: 4119 | w: 5 | l: 0
t: 75 | c: 802 | d: 4272 | w: 3 | l: 0
t: 41 | c: 843 | d: 3726 | w: 10 | l: 0
t: 46 | c: 889 | d: 3765 | w: 2 | l: 0
t: 95 | c: 984 | d: 3960 | w: 2 | l: 0
t: 16 | c: 1000 | d: 4099 | w: 5 | l: 0
t: 98 | c: 1098 | d: 3845 | w: 2 | l: 0
t: 9 | c: 1107 | d: 3723 | w: 8 | l: 0
t: 34 | c: 1141 | d: 3979 | w: 3 | l: 0
t: 19 | c: 1160 | d: 3736 | w: 8 | l: 0
t: 22 | c: 1182 | d: 3946 | w: 2 | l: 0
t: 64 | c: 1246 | d: 4131 | w: 5 | l: 0
t: 35 | c: 1281 | d: 3649 | w: 5 | l: 0
t: 24 | c: 1305 | d: 3792 | w: 7 | l: 0
t: 46 | c: 1351 | d: 3768 | w: 3 | l: 0
t: 20 | c: 1371 | d: 3668 | w: 5 | l: 0
t: 43 | c: 1414 | d: 3657 | w: 10 | l: 0
t: 8 | c: 1422 | d: 4428 | w: 9 | l: 0
t: 73 | c: 1495 | d: 4230 | w: 2 | l: 0
t: 48 | c: 1543 | d: 4521 | w: 2 | l: 0
t: 69 | c: 1612 | d: 4098 | w: 7 | l: 0
t: 99 | c: 1711 | d: 3739 | w: 6 | l: 0
t: 41 | c: 1752 | d: 4560 | w: 10 | l: 0
t: 61 | c: 1813 | d: 3922 | w: 3 | l: 0
t: 55 | c: 1868 | d: 4303 | w: 5 | l: 0
t: 55 | c: 1923 | d: 3709 | w: 9 | l: 0
t: 64 | c: 1987 | d: 3790 | w: 3 | l: 0
t: 67 | c: 2054 | d: 3819 | w: 8 | l: 0
t: 22 | c: 2076 | d: 4081 | w: 5 | l: 0
t: 35 | c: 2111 | d: 3724 | w: 5 | l: 0
t: 34 | c: 2145 | d: 3778 | w: 5 | l: 0
t: 13 | c: 2158 | d: 4309 | w: 1 | l: 0
t: 99 | c: 2257 | d: 4512 | w: 7 | l: 0
t: 85 | c: 2342 | d: 4273 | w: 6 | l: 0
t: 54 | c: 2396 | d: 4087 | w: 3 | l: 0
t: 70 | c: 2466 | d: 4243 | w: 9 | l: 0
t: 27 | c: 2493 | d: 4145 | w: 10 | l: 0
t: 90 | c: 2583 | d: 3863 | w: 8 | l: 0
t: 79 | c: 2662 | d: 4055 | w: 5 | l: 0
t: 100 | c: 2762 | d: 3787 | w: 8 | l: 0
t: 47 | c: 2809 | d: 4079 | w: 6 | l: 0
t: 65 | c: 2874 | d: 4378 | w: 9 | l: 0
t: 11 | c: 2885 | d: 4661 | w: 7 | l: 0
t: 90 | c: 2975 | d: 3757 | w: 5 | l: 0
t: 32 | c: 3007 | d: 4352 | w: 4 | l: 0
t: 7 | c: 3014 | d: 3656 | w: 9 | l: 0
t: 22 | c: 3036 | d: 3679 | w: 9 | l: 0
