Algoritmo Genético
Arquivo: wt100-11.txt
Melhor valor encontrado: 

182136
Tempo máximo em minutos: 1

Algoritmo iniciou em: 

09:23:01
Melhor solução em: 

09:23:23
Número de cromossosmos: 1785
Número de cromossosmos iniciais: 250
Tamanho da elite: 250
Melhor solução encontrada: 

Jobs: 100
t: 70 | c: 70 | d: 1747 | w: 6 | l: 0
t: 17 | c: 87 | d: 1734 | w: 4 | l: 0
t: 33 | c: 120 | d: 1582 | w: 4 | l: 0
t: 54 | c: 174 | d: 1660 | w: 4 | l: 0
t: 7 | c: 181 | d: 1778 | w: 2 | l: 0
t: 27 | c: 208 | d: 1565 | w: 3 | l: 0
t: 48 | c: 256 | d: 1810 | w: 4 | l: 0
t: 14 | c: 270 | d: 1587 | w: 7 | l: 0
t: 1 | c: 271 | d: 2244 | w: 6 | l: 0
t: 94 | c: 365 | d: 1553 | w: 10 | l: 0
t: 10 | c: 375 | d: 1911 | w: 1 | l: 0
t: 72 | c: 447 | d: 1639 | w: 6 | l: 0
t: 16 | c: 463 | d: 2225 | w: 5 | l: 0
t: 51 | c: 514 | d: 1513 | w: 3 | l: 0
t: 28 | c: 542 | d: 1726 | w: 2 | l: 0
t: 36 | c: 578 | d: 1581 | w: 3 | l: 0
t: 65 | c: 643 | d: 1555 | w: 6 | l: 0
t: 28 | c: 671 | d: 1494 | w: 5 | l: 0
t: 80 | c: 751 | d: 1803 | w: 9 | l: 0
t: 75 | c: 826 | d: 1629 | w: 9 | l: 0
t: 95 | c: 921 | d: 1726 | w: 6 | l: 0
t: 20 | c: 941 | d: 1923 | w: 7 | l: 0
t: 23 | c: 964 | d: 1903 | w: 8 | l: 0
t: 4 | c: 968 | d: 1826 | w: 3 | l: 0
t: 14 | c: 982 | d: 1568 | w: 3 | l: 0
t: 11 | c: 993 | d: 1880 | w: 7 | l: 0
t: 13 | c: 1006 | d: 2384 | w: 10 | l: 0
t: 6 | c: 1012 | d: 1675 | w: 10 | l: 0
t: 58 | c: 1070 | d: 1648 | w: 5 | l: 0
t: 31 | c: 1101 | d: 1779 | w: 4 | l: 0
t: 5 | c: 1106 | d: 2388 | w: 9 | l: 0
t: 30 | c: 1136 | d: 1553 | w: 10 | l: 0
t: 50 | c: 1186 | d: 1935 | w: 10 | l: 0
t: 52 | c: 1238 | d: 1704 | w: 6 | l: 0
t: 4 | c: 1242 | d: 1820 | w: 2 | l: 0
t: 56 | c: 1298 | d: 1503 | w: 7 | l: 0
t: 82 | c: 1380 | d: 1522 | w: 9 | l: 0
t: 49 | c: 1429 | d: 1548 | w: 10 | l: 0
t: 5 | c: 1434 | d: 2260 | w: 6 | l: 0
t: 90 | c: 1524 | d: 1875 | w: 10 | l: 0
t: 3 | c: 1527 | d: 1710 | w: 1 | l: 0
t: 31 | c: 1558 | d: 1585 | w: 2 | l: 0
t: 89 | c: 1647 | d: 1826 | w: 8 | l: 0
t: 14 | c: 1661 | d: 1671 | w: 3 | l: 0
t: 32 | c: 1693 | d: 1836 | w: 5 | l: 0
t: 40 | c: 1733 | d: 1969 | w: 9 | l: 0
t: 11 | c: 1744 | d: 2362 | w: 7 | l: 0
t: 42 | c: 1786 | d: 1869 | w: 8 | l: 0
t: 91 | c: 1877 | d: 1883 | w: 7 | l: 0
t: 27 | c: 1904 | d: 1929 | w: 4 | l: 0
t: 35 | c: 1939 | d: 2117 | w: 8 | l: 0
t: 24 | c: 1963 | d: 2011 | w: 7 | l: 0
t: 9 | c: 1972 | d: 2040 | w: 10 | l: 0
t: 27 | c: 1999 | d: 2157 | w: 4 | l: 0
t: 15 | c: 2014 | d: 2016 | w: 9 | l: 0
t: 63 | c: 2077 | d: 2151 | w: 10 | l: 0
t: 56 | c: 2133 | d: 2199 | w: 6 | l: 0
t: 71 | c: 2204 | d: 2219 | w: 8 | l: 0
t: 51 | c: 2255 | d: 2238 | w: 6 | l: 17
t: 23 | c: 2278 | d: 2286 | w: 7 | l: 0
t: 21 | c: 2299 | d: 2289 | w: 4 | l: 10
t: 78 | c: 2377 | d: 2381 | w: 10 | l: 0
t: 43 | c: 2420 | d: 2408 | w: 8 | l: 12
t: 17 | c: 2437 | d: 2427 | w: 6 | l: 10
t: 60 | c: 2497 | d: 2440 | w: 10 | l: 57
