Algoritmo Genético
Arquivo: wt100-5.txt
Melhor valor encontrado: 

5283
Tempo máximo em minutos: 1

Algoritmo iniciou em: 

09:21:01
Melhor solução em: 

09:21:04
Número de cromossosmos: 665
Número de cromossosmos iniciais: 250
Tamanho da elite: 250
Melhor solução encontrada: 

Jobs: 100
t: 41 | c: 41 | d: 3786 | w: 1 | l: 0
t: 19 | c: 60 | d: 3577 | w: 7 | l: 0
t: 20 | c: 80 | d: 4042 | w: 7 | l: 0
t: 83 | c: 163 | d: 3379 | w: 9 | l: 0
t: 92 | c: 255 | d: 3594 | w: 7 | l: 0
t: 65 | c: 320 | d: 4061 | w: 10 | l: 0
t: 46 | c: 366 | d: 3641 | w: 2 | l: 0
t: 17 | c: 383 | d: 4056 | w: 4 | l: 0
t: 83 | c: 466 | d: 3481 | w: 4 | l: 0
t: 24 | c: 490 | d: 3565 | w: 5 | l: 0
t: 80 | c: 570 | d: 3864 | w: 6 | l: 0
t: 84 | c: 654 | d: 3889 | w: 9 | l: 0
t: 100 | c: 754 | d: 3696 | w: 10 | l: 0
t: 48 | c: 802 | d: 3752 | w: 10 | l: 0
t: 76 | c: 878 | d: 3421 | w: 9 | l: 0
t: 63 | c: 941 | d: 3457 | w: 1 | l: 0
t: 24 | c: 965 | d: 3749 | w: 10 | l: 0
t: 57 | c: 1022 | d: 3469 | w: 3 | l: 0
t: 22 | c: 1044 | d: 3860 | w: 1 | l: 0
t: 7 | c: 1051 | d: 3946 | w: 7 | l: 0
t: 86 | c: 1137 | d: 3685 | w: 9 | l: 0
t: 93 | c: 1230 | d: 3394 | w: 5 | l: 0
t: 57 | c: 1287 | d: 3731 | w: 4 | l: 0
t: 34 | c: 1321 | d: 3540 | w: 5 | l: 0
t: 13 | c: 1334 | d: 4115 | w: 2 | l: 0
t: 2 | c: 1336 | d: 3363 | w: 10 | l: 0
t: 71 | c: 1407 | d: 4016 | w: 2 | l: 0
t: 16 | c: 1423 | d: 3941 | w: 10 | l: 0
t: 8 | c: 1431 | d: 4095 | w: 8 | l: 0
t: 56 | c: 1487 | d: 3393 | w: 6 | l: 0
t: 13 | c: 1500 | d: 3429 | w: 6 | l: 0
t: 32 | c: 1532 | d: 3662 | w: 6 | l: 0
t: 54 | c: 1586 | d: 3718 | w: 8 | l: 0
t: 24 | c: 1610 | d: 4158 | w: 5 | l: 0
t: 62 | c: 1672 | d: 3377 | w: 6 | l: 0
t: 20 | c: 1692 | d: 3993 | w: 6 | l: 0
t: 16 | c: 1708 | d: 4284 | w: 6 | l: 0
t: 66 | c: 1774 | d: 4054 | w: 6 | l: 0
t: 56 | c: 1830 | d: 3726 | w: 9 | l: 0
t: 44 | c: 1874 | d: 3608 | w: 10 | l: 0
t: 10 | c: 1884 | d: 3704 | w: 5 | l: 0
t: 83 | c: 1967 | d: 3907 | w: 2 | l: 0
t: 41 | c: 2008 | d: 3442 | w: 5 | l: 0
t: 62 | c: 2070 | d: 3954 | w: 7 | l: 0
t: 42 | c: 2112 | d: 3978 | w: 2 | l: 0
t: 86 | c: 2198 | d: 3379 | w: 10 | l: 0
t: 44 | c: 2242 | d: 3920 | w: 9 | l: 0
t: 24 | c: 2266 | d: 3875 | w: 1 | l: 0
t: 70 | c: 2336 | d: 3430 | w: 4 | l: 0
t: 95 | c: 2431 | d: 3877 | w: 3 | l: 0
t: 50 | c: 2481 | d: 4165 | w: 7 | l: 0
t: 3 | c: 2484 | d: 4209 | w: 10 | l: 0
t: 11 | c: 2495 | d: 3692 | w: 2 | l: 0
t: 88 | c: 2583 | d: 3965 | w: 10 | l: 0
t: 24 | c: 2607 | d: 3620 | w: 5 | l: 0
t: 30 | c: 2637 | d: 3822 | w: 7 | l: 0
t: 29 | c: 2666 | d: 3801 | w: 7 | l: 0
t: 39 | c: 2705 | d: 3432 | w: 8 | l: 0
t: 52 | c: 2757 | d: 3628 | w: 2 | l: 0
t: 16 | c: 2773 | d: 3537 | w: 3 | l: 0
t: 73 | c: 2846 | d: 4007 | w: 8 | l: 0
t: 24 | c: 2870 | d: 4101 | w: 9 | l: 0
t: 85 | c: 2955 | d: 3438 | w: 6 | l: 0
t: 14 | c: 2969 | d: 3509 | w: 3 | l: 0
t: 35 | c: 3004 | d: 3475 | w: 1 | l: 0
t: 49 | c: 3053 | d: 3803 | w: 4 | l: 0
t: 41 | c: 3094 | d: 3515 | w: 1 | l: 0
t: 42 | c: 3136 | d: 4097 | w: 10 | l: 0
t: 77 | c: 3213 | d: 3872 | w: 3 | l: 0
t: 27 | c: 3240 | d: 3634 | w: 2 | l: 0
t: 8 | c: 3248 | d: 3984 | w: 8 | l: 0
t: 18 | c: 3266 | d: 3843 | w: 8 | l: 0
t: 19 | c: 3285 | d: 3665 | w: 1 | l: 0
t: 13 | c: 3298 | d: 3534 | w: 1 | l: 0
t: 75 | c: 3373 | d: 3548 | w: 10 | l: 0
t: 51 | c: 3424 | d: 3871 | w: 3 | l: 0
t: 57 | c: 3481 | d: 3558 | w: 3 | l: 0
t: 74 | c: 3555 | d: 3870 | w: 8 | l: 0
t: 92 | c: 3647 | d: 3764 | w: 7 | l: 0
t: 67 | c: 3714 | d: 3845 | w: 10 | l: 0
t: 37 | c: 3751 | d: 3985 | w: 4 | l: 0
t: 84 | c: 3835 | d: 3907 | w: 6 | l: 0
t: 71 | c: 3906 | d: 4173 | w: 7 | l: 0
t: 2 | c: 3908 | d: 4154 | w: 10 | l: 0
t: 55 | c: 3963 | d: 4008 | w: 3 | l: 0
t: 7 | c: 3970 | d: 4106 | w: 3 | l: 0
t: 53 | c: 4023 | d: 4158 | w: 6 | l: 0
t: 33 | c: 4056 | d: 4129 | w: 2 | l: 0
t: 48 | c: 4104 | d: 4135 | w: 4 | l: 0
t: 55 | c: 4159 | d: 4250 | w: 6 | l: 0
t: 35 | c: 4194 | d: 4211 | w: 3 | l: 0
t: 70 | c: 4264 | d: 4280 | w: 6 | l: 0
t: 65 | c: 4329 | d: 4284 | w: 5 | l: 45
t: 51 | c: 4380 | d: 4260 | w: 2 | l: 120
t: 66 | c: 4446 | d: 4260 | w: 2 | l: 186
t: 71 | c: 4517 | d: 4091 | w: 2 | l: 426
t: 66 | c: 4583 | d: 3973 | w: 1 | l: 610
t: 68 | c: 4651 | d: 3744 | w: 1 | l: 907
t: 68 | c: 4719 | d: 3648 | w: 1 | l: 1071
t: 73 | c: 4792 | d: 3786 | w: 1 | l: 1006
Valor: 5283
