Algoritmo Genético
Arquivo: wt100-5.txt
Melhor valor encontrado: 

5283
Tempo máximo em minutos: 1

Algoritmo iniciou em: 

09:01:01
Melhor solução em: 

09:01:07
Número de cromossosmos: 500
Número de cromossosmos iniciais: 250
Tamanho da elite: 250
Melhor solução encontrada: 

Jobs: 100
t: 10 | c: 10 | d: 3704 | w: 5 | l: 0
t: 14 | c: 24 | d: 3509 | w: 3 | l: 0
t: 57 | c: 81 | d: 3731 | w: 4 | l: 0
t: 17 | c: 98 | d: 4056 | w: 4 | l: 0
t: 51 | c: 149 | d: 3871 | w: 3 | l: 0
t: 20 | c: 169 | d: 3993 | w: 6 | l: 0
t: 83 | c: 252 | d: 3379 | w: 9 | l: 0
t: 44 | c: 296 | d: 3920 | w: 9 | l: 0
t: 85 | c: 381 | d: 3438 | w: 6 | l: 0
t: 92 | c: 473 | d: 3764 | w: 7 | l: 0
t: 62 | c: 535 | d: 3377 | w: 6 | l: 0
t: 19 | c: 554 | d: 3665 | w: 1 | l: 0
t: 24 | c: 578 | d: 4158 | w: 5 | l: 0
t: 57 | c: 635 | d: 3558 | w: 3 | l: 0
t: 7 | c: 642 | d: 4106 | w: 3 | l: 0
t: 41 | c: 683 | d: 3515 | w: 1 | l: 0
t: 65 | c: 748 | d: 4061 | w: 10 | l: 0
t: 52 | c: 800 | d: 3628 | w: 2 | l: 0
t: 84 | c: 884 | d: 3907 | w: 6 | l: 0
t: 24 | c: 908 | d: 3875 | w: 1 | l: 0
t: 24 | c: 932 | d: 3749 | w: 10 | l: 0
t: 3 | c: 935 | d: 4209 | w: 10 | l: 0
t: 7 | c: 942 | d: 3946 | w: 7 | l: 0
t: 13 | c: 955 | d: 3534 | w: 1 | l: 0
t: 49 | c: 1004 | d: 3803 | w: 4 | l: 0
t: 13 | c: 1017 | d: 3429 | w: 6 | l: 0
t: 24 | c: 1041 | d: 3565 | w: 5 | l: 0
t: 93 | c: 1134 | d: 3394 | w: 5 | l: 0
t: 34 | c: 1168 | d: 3540 | w: 5 | l: 0
t: 95 | c: 1263 | d: 3877 | w: 3 | l: 0
t: 42 | c: 1305 | d: 4097 | w: 10 | l: 0
t: 86 | c: 1391 | d: 3685 | w: 9 | l: 0
t: 54 | c: 1445 | d: 3718 | w: 8 | l: 0
t: 20 | c: 1465 | d: 4042 | w: 7 | l: 0
t: 18 | c: 1483 | d: 3843 | w: 8 | l: 0
t: 41 | c: 1524 | d: 3442 | w: 5 | l: 0
t: 16 | c: 1540 | d: 3941 | w: 10 | l: 0
t: 48 | c: 1588 | d: 3752 | w: 10 | l: 0
t: 30 | c: 1618 | d: 3822 | w: 7 | l: 0
t: 13 | c: 1631 | d: 4115 | w: 2 | l: 0
t: 77 | c: 1708 | d: 3872 | w: 3 | l: 0
t: 8 | c: 1716 | d: 4095 | w: 8 | l: 0
t: 57 | c: 1773 | d: 3469 | w: 3 | l: 0
t: 39 | c: 1812 | d: 3432 | w: 8 | l: 0
t: 19 | c: 1831 | d: 3577 | w: 7 | l: 0
t: 8 | c: 1839 | d: 3984 | w: 8 | l: 0
t: 63 | c: 1902 | d: 3457 | w: 1 | l: 0
t: 83 | c: 1985 | d: 3481 | w: 4 | l: 0
t: 35 | c: 2020 | d: 3475 | w: 1 | l: 0
t: 33 | c: 2053 | d: 4129 | w: 2 | l: 0
t: 32 | c: 2085 | d: 3662 | w: 6 | l: 0
t: 48 | c: 2133 | d: 4135 | w: 4 | l: 0
t: 71 | c: 2204 | d: 4016 | w: 2 | l: 0
t: 67 | c: 2271 | d: 3845 | w: 10 | l: 0
t: 100 | c: 2371 | d: 3696 | w: 10 | l: 0
t: 46 | c: 2417 | d: 3641 | w: 2 | l: 0
t: 70 | c: 2487 | d: 3430 | w: 4 | l: 0
t: 73 | c: 2560 | d: 4007 | w: 8 | l: 0
t: 76 | c: 2636 | d: 3421 | w: 9 | l: 0
t: 2 | c: 2638 | d: 3363 | w: 10 | l: 0
t: 56 | c: 2694 | d: 3393 | w: 6 | l: 0
t: 86 | c: 2780 | d: 3379 | w: 10 | l: 0
t: 84 | c: 2864 | d: 3889 | w: 9 | l: 0
t: 29 | c: 2893 | d: 3801 | w: 7 | l: 0
t: 80 | c: 2973 | d: 3864 | w: 6 | l: 0
t: 75 | c: 3048 | d: 3548 | w: 10 | l: 0
t: 16 | c: 3064 | d: 4284 | w: 6 | l: 0
t: 16 | c: 3080 | d: 3537 | w: 3 | l: 0
t: 44 | c: 3124 | d: 3608 | w: 10 | l: 0
t: 2 | c: 3126 | d: 4154 | w: 10 | l: 0
t: 92 | c: 3218 | d: 3594 | w: 7 | l: 0
t: 56 | c: 3274 | d: 3726 | w: 9 | l: 0
t: 37 | c: 3311 | d: 3985 | w: 4 | l: 0
t: 42 | c: 3353 | d: 3978 | w: 2 | l: 0
t: 24 | c: 3377 | d: 3620 | w: 5 | l: 0
t: 27 | c: 3404 | d: 3634 | w: 2 | l: 0
t: 88 | c: 3492 | d: 3965 | w: 10 | l: 0
t: 62 | c: 3554 | d: 3954 | w: 7 | l: 0
