Algoritmo Genético
Arquivo: wt100-3.txt
Melhor valor encontrado: 

4286
Tempo máximo em minutos: 1

Algoritmo iniciou em: 

09:10:01
Melhor solução em: 

09:10:05
Número de cromossosmos: 500
Número de cromossosmos iniciais: 250
Tamanho da elite: 250
Melhor solução encontrada: 

Jobs: 100
t: 72 | c: 72 | d: 4062 | w: 7 | l: 0
t: 81 | c: 153 | d: 3482 | w: 1 | l: 0
t: 32 | c: 185 | d: 3642 | w: 1 | l: 0
t: 22 | c: 207 | d: 4145 | w: 10 | l: 0
t: 17 | c: 224 | d: 3788 | w: 2 | l: 0
t: 91 | c: 315 | d: 3806 | w: 7 | l: 0
t: 24 | c: 339 | d: 4123 | w: 8 | l: 0
t: 30 | c: 369 | d: 3991 | w: 7 | l: 0
t: 90 | c: 459 | d: 3906 | w: 9 | l: 0
t: 3 | c: 462 | d: 3642 | w: 7 | l: 0
t: 96 | c: 558 | d: 3469 | w: 6 | l: 0
t: 7 | c: 565 | d: 4188 | w: 10 | l: 0
t: 53 | c: 618 | d: 3608 | w: 10 | l: 0
t: 34 | c: 652 | d: 4129 | w: 4 | l: 0
t: 17 | c: 669 | d: 4256 | w: 6 | l: 0
t: 53 | c: 722 | d: 4049 | w: 10 | l: 0
t: 42 | c: 764 | d: 3673 | w: 10 | l: 0
t: 3 | c: 767 | d: 3397 | w: 10 | l: 0
t: 51 | c: 818 | d: 3782 | w: 4 | l: 0
t: 56 | c: 874 | d: 3764 | w: 8 | l: 0
t: 24 | c: 898 | d: 3798 | w: 2 | l: 0
t: 66 | c: 964 | d: 3514 | w: 3 | l: 0
t: 46 | c: 1010 | d: 3436 | w: 8 | l: 0
t: 61 | c: 1071 | d: 3739 | w: 4 | l: 0
t: 12 | c: 1083 | d: 4035 | w: 9 | l: 0
t: 90 | c: 1173 | d: 3626 | w: 3 | l: 0
t: 82 | c: 1255 | d: 3854 | w: 6 | l: 0
t: 95 | c: 1350 | d: 3513 | w: 3 | l: 0
t: 6 | c: 1356 | d: 3529 | w: 3 | l: 0
t: 65 | c: 1421 | d: 4195 | w: 8 | l: 0
t: 5 | c: 1426 | d: 4244 | w: 6 | l: 0
